Onderwijssector,education_sector,education_type,Onderwijstype,Opleidingscode,Naam,Omschrijving,Begindatum,Einddatum,is_active,Niveau,Leerweg
MBO,vocational,,BBO (pre-CREBO),0518,Leerl mach gr- wa- en weg,Leerling machinist grond- water- en wegenbouw,1986-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0519,Mach gr- wa- en wegenbouw,Machinist grond- water- en wegenbouw,1986-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0520,"Grond-,water- en wegenwer","Grond-,water- en wegenwerker",1985-08-01,1995-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0521,Techn meet- en regeltechn,Technicus meet- en regeltechniek,1991-08-01,1996-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0525,Werktuigbouwkund tekenaar,Werktuigbouwkundig tekenaar,1991-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0527,Worstmaker-bedrijfsbeheer,Worstmaker-bedrijfsbeheerder,1984-08-01,1994-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0534,Pijpenbewerker,Pijpenbewerker,1986-08-01,1995-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0538,Secretaresse A,Secretaresse A,1985-08-01,1995-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0542,Werktbouwkundig CAD-teke,Werktuigbouwkundig CAD-tekenaar,1987-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0547,Medew adm management I,Medewerker administratief management I,1985-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0548,Medew adm management II,Medewerker administratief management II,1985-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0551,Praktopl i/d verz dienst,Praktijkopleider i/d verzorgende & dienstverlenende beroepen,1985-08-01,1993-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0552,Konsulent in de gehandica,Konsulent in de gehandicaptenzorg,1986-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0554,Restaurantkok,Restaurantkok,1984-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0555,Kok in de instelling,Kok in de instelling,1986-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0556,Kok in de instelling,Kok in de instelling,1988-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0558,Restaurantkok,Restaurantkok,1986-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0561,Assistent expediteur,Assistent expediteur,1987-08-01,1994-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0562,Timmerkracht,Timmerkracht,1986-08-01,1997-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0563,Metselaar,Metselaar,1986-08-01,1997-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0564,Tech medew i/d houthandel,Technisch medewerker in de houthandel,1987-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0565,Timmerkracht,Timmerkracht,1985-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0566,Meubelmaker,Meubelmaker,1986-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0567,Woningstoffeerder,Woningstoffeerder,1986-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0568,Meubelstoffeerder,Meubelstoffeerder,1986-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0569,Meubelmaker,Meubelmaker,1987-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0570,Woningstoffeerder,Woningstoffeerder,1986-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0571,Meubelstoffeerder,Meubelstoffeerder,1986-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0572,Timmerkracht,Timmerkracht,1987-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0573,1e mont bedrijfsautomobie,Eerste monteur bedrijfsautomobielen,1986-08-01,1993-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0574,1e mont personenautomobie,Eerste monteur personenautomobielen,1986-08-01,1993-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0575,Assistent uitvoerder B&U,Assistent uitvoerder B&U,1985-08-01,1997-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0592,Keramiek,Keramiek,1984-08-01,1994-08-01,False,O,
MBO,vocational,,BBO (pre-CREBO),0593,Ass mont sterkstroominst,Assistent monteur sterkstroominstallaties,1986-08-01,1994-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0594,Ass mont laagspanningsnet,Assistent monteur laagspanningsnetten,1986-08-01,1995-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0595,Ass mont telecomm install,Assistent monteur telecommunicatie installaties,1986-08-01,1994-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0598,Medew kleding-en mode-ind,Medewerker kleding- en mode-industrie,1987-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0603,Vliegtuigmonteur,Vliegtuigmonteur,1987-08-01,1994-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0605,Assistent cargadoor,Assistent cargadoor,1988-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0606,Operat medew in hav-& ver,Operationaal medewerker in haven- en vervoerbedrijven,1987-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0622,Grafisch assistent afw.,Grafisch assistent afwerking,1986-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0623,Middelb bedr tech v/d mot,Middelbare bedrijfstechnicus voor de motorvoertuigenbranche,1986-08-01,2002-01-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0624,Mont pers autom met MBT-,Monteur personenautomobielen met MBT-schakeling,1986-08-01,1998-01-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0625,Mont bedr autom met MBT-,Monteur bedrijfsautomobielen met MBT-schakeling,1986-08-01,1998-01-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0628,Machinist torenkranen,Machinist torenkranen,1986-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0629,Praktijkopleider,Praktijkopleider,1986-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0633,Carrosseriebouwer,Carrosseriebouwer,1987-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0634,Eerste carrosseriebouwer,Eerste carrosseriebouwer,1987-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0635,Voertuiginterieurbouwer,Voertuiginterieurbouwer,1987-08-01,1995-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0636,Autoschadehersteller,Autoschadehersteller,1987-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0637,1e autoschadehersteller,Eerste autoschadehersteller,1987-08-01,1997-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0639,Tech kaderfunk i/d motorv,Technisch kaderfunktionaris in de motorvoertuigenbranche,1988-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0642,Prod vakkracht i/d vleesw,Produktievakkracht in de vleeswarenindustrie,1986-08-01,1996-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0655,Aank verk medew kl-mi-& g,Aankomend verkoopmedewerker klein- midden- en grootbedrijf,1991-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0656,Verk medew midd- & kleinb,Verkoopmedewerker midden- en kleinbedrijf,1991-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0657,Verkoopmedew grootbedrijf,Verkoopmedewerker grootbedrijf,1991-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0658,Magazijnmedew groothandel,Magazijnmedewerker groothandel,1991-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0659,Verkoop spec grootbedrijf,Verkoopspecialist grootbedrijf,1990-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0660,Verk chef non-food midden,Verkoopchef non-food middenbedrijf,1989-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0661,Magazijnchef groothandel,Magazijnchef groothandel,1991-08-01,1999-02-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0662,1e verkoopmedew kleinbedr,Eerste verkoopmedewerker kleinbedrijf,1990-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0663,Maatkleermaker grootvak,Maatkleermaker grootvak (dames- en herenkleding),1987-08-01,1998-01-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0664,Meester lasser,Meester lasser,1991-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0665,Lasinstructeur,Lasinstructeur,1991-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0666,Best & wag begel i/h open,Bestuurder & wagenbegeleider in het openbaar personenvervoer,1988-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0667,Gez goud- en zilvsmidbed,Gezel goud- en zilversmidsbedrijf,1989-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0669,Werkt mont in hav & verv,Werktuigkundig monteur in haven en vervoerbedrijven,1988-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0671,Assemblage-vakkracht,Assemblage-vakkracht,1988-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0672,Ass medew v/d kled-& mode,Assistent medewerker voor de kleding- en mode-industrie,1990-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0682,Tech adm medew hav & verv,Technisch administratief medew. in haven en vervoersbedrijf,1988-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0683,Autospuiter,Autospuiter,1987-08-01,1997-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0684,Eerste autospuiter,Eerste autospuiter,1987-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0697,Eerste auto-elektricien,Eerste auto-elektricien,1988-08-01,1997-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0698,Landbouwmach chauf-mont,Landbouwmachinechauffeur-monteur,1988-08-01,2001-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0699,Adaptatietechnicus A/B,Adaptatietechnicus A/B,1988-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0700,Procesoperator B,Procesoperator B,1987-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0703,Spoorlegger Wisselbouwer,Spoorlegger Wisselbouwer,1988-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0704,Werkvoorber i/d ind iso,Werkvoorbereider in de industriële isolatie,1988-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0706,Ass tech vliegtuiginstall,Assistent technicus vliegtuiginstallaties,1988-08-01,1995-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0713,Hfdverk medew text en/of,Hoofdverkoopmedewerker textiel en/of schoeisel,1986-08-01,1994-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0714,hfdverk medew levensmid &,Hoofdverkoopmedewerker levensmiddelen en/of genotmiddelen,1986-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0715,Vakkr i/h opt bedr 1e ber,"Vakkracht in het opticiensbedrijf, 1e beroepsgraad",1987-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0716,Meubelafwerker,Meubelafwerker,1987-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0717,Parketvloerlegger,Parketvloerlegger,1987-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0718,Kaderfunctionaris voegbed,Kaderfunctionaris voegbedrijven,1987-08-01,1995-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0719,Kaderfunct betontimmerbed,Kaderfunctionaris betontimmerbedrijven,1987-08-01,1996-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0720,Kaderfunct betonstaalvlbd,Kaderfunctionaris betonstaalvlechtbedrijven,1987-08-01,1996-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0721,Hulpvakkracht o/d bouwpl,Hulpvakkracht op de bouwplaats,1987-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0722,Secretaresse B,Secretaresse B,1987-08-01,1995-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0723,Asp gez vloerafw tech & b,Aspirant gezel vloerafwerkingstechnieken en betonreparatie,1987-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0724,Mont landbouwmech-techn,Monteur landbouwmechanisatie-techniek,1988-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0725,Industrieel schoenmaker,Industrieel schoenmaker,1990-08-01,2001-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0726,Kaderfunct schoenind,Kaderfunctionaris schoenindustrie,1991-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0727,Glaszetter,Glaszetter,1989-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0728,Indust bew pluimvee/vlees,Industrieel bewerker pluimvee/vlees,1988-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0731,Monteur tweewielers,Monteur Tweewielers,1989-08-01,1997-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0733,Monteur motorfietsen,Monteur motorfietsen,1989-08-01,1997-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0734,1e monteur motorfietsen,Eerste monteur motorfietsen,1989-08-01,1997-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0735,Revisietechnicus,Revisietechnicus,1989-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0736,Monteur dieselmotoren,Monteur dieselmotoren,1989-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0737,1e monteur dieselmotoren,Eerste monteur dieselmotoren,1990-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0738,Planner goederenvervoer,Planner goederenvervoer,1988-08-01,1994-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0739,Keramische technieken,Keramische technieken,1989-08-01,1997-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0740,Fast food-specialist,Fast food-specialist,1988-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0741,Vakman-manager/vakvr-mana,Vakman-manager/vakvrouw-manager,1988-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0742,Uitvoerend manager,Uitvoerend manager,1988-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0743,Gastheer/gastvrouw,Gastheer/gastvrouw,1989-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0744,Gastheer/gastvrouw,Gastheer/gastvrouw,1990-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0748,Bedrijfsadm medewerker,Bedrijfsadministratief medewerker,1991-08-01,1995-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0749,Magaz medew i/d motorvoer,Magazijnmedewerker in de motorvoertuigenbranche,1989-08-01,1996-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0750,Hulpmonteur,Hulpmonteur,1989-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0751,Monteur pers automobielen,Monteur personenautomobielen,1989-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0752,1e mont pers automobiel,Eerste monteur personenautomobielen,1990-08-01,1997-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0753,Monteur bedrautomobielen,Monteur bedrijfsautomobielen,1989-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0754,1e mont bedrautomobielen,Eeerste monteur bedrijfsautomobielen,1990-08-01,1997-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0755,Administratief medewerker,Administratief medewerker,1988-08-01,1994-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0756,Textspecialist veredeling,Textielspecialist veredeling,1988-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0757,Ass-tech middenspann inst,Assistent-technicus middenspanningsinstallaties,1988-08-01,1995-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0758,Constructiewerker-lasser,Constructiewerker-lasser,1990-08-01,1995-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0759,Plaat- en constr werker,Plaat- en constructiewerker,1990-08-01,1996-02-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0760,Plaatwerker,Plaatwerker,1990-08-01,1995-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0761,Monteur montage/onderhoud,Monteur montage/onderhoud,1990-08-01,1995-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0762,Draaier,Draaier,1990-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0763,Frezer,Frezer,1990-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0765,Machinaal verspaner,Machinaal verspaner,1990-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0766,Mach bankwerker fijnmetaa,Machinebankwerker fijnmetaal,1990-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0767,Mach bankwerker werktuigb,Machinebankwerker werktuigbouw,1990-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0768,Asp gieterijtechnicus,Aspirant gieterijtechnicus,1988-08-01,1996-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0769,Goudsmid,Goudsmid,1992-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0771,Comm medew binnend i/d gr,Commercieel medewerker binnendienst in de groothandel,1988-01-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0776,Medew toeris besl busverv,Medewerker toeristisch besloten busvervoer,1989-08-01,1994-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0780,Afd chef food mid- en gro,Afdelingschef food midden- en grootbedrijf,1988-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0781,Afd chef non-food grootbe,Afdelingschef non-food grootbedrijf,1988-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0782,Filiaalbeheerder,Filiaalbeheerder,1988-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0783,Comm adm medewerker,Commercieel administratief medewerker,1990-08-01,1995-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0784,Secretarieel adm medew,Secretarieel administratief medewerker,1990-08-01,1995-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0785,Procesoperator A,Procesoperator A,1988-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0786,Prodmedew vleesbe- & verw,Produktiemedewerker vleesbe- en verwerkende industrie,1988-08-01,1997-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0787,Operat medw in hav & verv,Operationeelmedewerker in haven en vervoerbedrijven,1988-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0788,Aankomend straatmaker,Aankomend straatmaker,1991-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0789,straatmaker,Straatmaker,1991-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0790,Restauratiemedew M.T.O.,Restauratiemedewerker M.T.O.,1991-08-01,1997-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0791,Restauratietimmerkracht,Restauratietimmerkracht,1988-08-01,1996-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0793,Textieltechnoloog,Textieltechnoloog,1990-08-01,1997-01-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0796,Kaderfunct natuursteenbed,Kaderfunctionaris natuursteenbedrijf,1991-08-01,1996-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0801,Doventolk,Doventolk,1989-08-01,2000-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0802,Voorbereiding,Voorbereiding,1989-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0803,Drukken,Drukken,1989-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0804,Nabewerking,Nabewerking,1989-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0806,Verzorgingsassistent,Verzorgingsassistent,1990-08-01,1996-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0807,Mechanisch Operator a,Mechanisch Operator A,1989-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0808,Tech proc beh systemen,Technicus procesbeheersingssystemen,1991-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0809,Bake-Off bakker,Bake-Off bakker,1989-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0810,Expediteur(fys dist &log),Expediteur (fysieke distributie en logistiek),1990-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0814,Ass verspaningstechnicus,Assistent verspaningstechnicus,1991-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0815,Ass onderhoudstechnicus,Assistent onderhoudstechnicus,1991-08-01,1998-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0817,Gezel-winkelbed slagerij,Gezel-winkelbediende slagerij,1989-08-01,1997-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0818,Gezel-slager,Gezel-slager,1989-08-01,1999-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0819,Textiellaborant,Textiellaborant,1989-08-01,1995-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0820,Tech middenspan install,Technicus middenspanningsinstallaties,1990-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0821,Bootman,Bootman,1989-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0822,Dakdekker,Dakdekker,1989-04-01,1996-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0823,Assembl medew Autoind A,Assemblagemedewerker Autoindustrie A,1990-08-01,1998-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0829,Zeilmaken/scheepstuigen,Zeilmaken/scheepstuigen,1991-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0830,Medew logistiek managem,Medewerker logistiek management,1989-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0831,Kraamverzorgende,Kraamverzorgende,1990-08-01,1998-11-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0832,Apothekersassistent,Apothekersassistent,1990-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0833,Voedingsassistent,Voedingsassistent,1990-08-01,1997-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0834,Leider kindercentra (m/v),Leider kindercentra (m/v),1991-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0835,Bejaardenhelpende in verz,Bejaardenhelpende in verzorgingstehuizen,1990-08-01,1997-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0836,Helpende bij inst v gezin,Helpende bij instellingen voor gezinsverzorging,1990-08-01,1997-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0837,Bejaardenverzorgende in v,Bejaardenverzorgende in verzorgingstehuizen,1990-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0838,Verzorg bij inst voor gez,Verzorgende bij instellingen voor gezinsverzorging,1990-08-01,1999-08-01,False,Z,
MBO,vocational,,BBO (pre-CREBO),0839,Grafisch ass voorber.,Grafisch assistent voorbereiding,1990-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0840,Grafisch ass drukken,Grafisch assistent drukken,1990-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0841,Grafisch ass nabewerking,Grafisch assistent nabewerking,1990-08-01,2000-08-01,False,B,
MBO,vocational,,BBO (pre-CREBO),0842,Booglassen,Booglassen,1991-08-01,1999-08-01,False,B,
