NR_ADMIN_VAN,CODE_FUNCTIE_VAN,CODE_SOORT_VAN,CODE_WET_VAN,NR_ADMIN_NAAR,CODE_FUNCTIE_NAAR,CODE_SOORT_NAAR,CODE_WET_NAAR,DT_OVERGANG,CODE_OVERGANG,NAAM_OVERGANG,IND_VOLLEDIG,CODE_STAND_RECORD
"10NV00","D","VST","WPO","08XG00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"10NX","U","BAS","WPO","11EL","U","BAS","WPO",1-8-2015,"F","Fusie","J","H"
"10NX00","D","VST","WPO","11EL00","D","VST","WPO",1-8-2015,"F","Fusie","J","H"
"10OH","U","BAS","WPO","08XV","U","BAS","WPO",1-8-2009,"F","Fusie","J","H"
"10OH00","D","VST","WPO","08XV00","D","VST","WPO",1-8-2009,"F","Fusie","J","H"
"10OS","U","BAS","WPO","08YI","U","BAS","WPO",1-8-2002,"V","Overdracht","J","H"
"10OS00","D","VST","WPO","08YI00","D","VST","WPO",1-8-2002,"V","Overdracht","J","H"
"10OX","U","BAS","WPO","09VZ","U","BAS","WPO",1-8-2012,"F","Fusie","J","H"
"10OX00","D","VST","WPO","09VZ00","D","VST","WPO",1-8-2012,"F","Fusie","J","H"
"10PO","U","BAS","WPO","15QA","U","BAS","WPO",1-8-2021,"F","Fusie","J","H"
"10PO00","D","VST","WPO","15QA00","D","VST","WPO",1-8-2021,"F","Fusie","J","H"
"10PP","U","BAS","WPO","09AA","U","BAS","WPO",1-8-2010,"F","Fusie","J","H"
"10PP00","D","VST","WPO","09AA00","D","VST","WPO",1-8-2010,"F","Fusie","J","H"
"10PQ","U","BAS","WPO","09XE","U","BAS","WPO",1-8-1997,"F","Fusie","N","H"
"10PU","U","PROS","WVO","19XH","U","VOS","WVO",1-8-2003,"F","Fusie","J","H"
"10PU00","D","VST","WVO","19XH08","D","VSTZ","WVO",1-8-2003,"F","Fusie","J","H"
"10QG","U","BAS","WPO","07WN","U","BAS","WPO",1-8-2017,"F","Fusie","J","H"
"10QG00","D","VST","WPO","07WN00","D","VST","WPO",1-8-2017,"F","Fusie","J","H"
"10QI","U","BAS","WPO","11EY","U","BAS","WPO",1-8-2005,"F","Fusie","J","H"
"10QI00","D","VST","WPO","11EY00","D","VST","WPO",1-8-2005,"F","Fusie","J","H"
"10QK","U","BAS","WPO","12XL","U","BAS","WPO",1-8-1997,"F","Fusie","N","H"
"10QT","U","BAS","WPO","11FG","U","BAS","WPO",1-8-2015,"F","Fusie","J","H"
"10QT00","D","VST","WPO","11FG00","D","VST","WPO",1-8-2015,"F","Fusie","J","H"
"10QU","U","BAS","WPO","25KE","U","BAS","WPO",1-8-2017,"F","Fusie","J","H"
"10QU00","D","VST","WPO","25KE00","D","VST","WPO",1-8-2017,"F","Fusie","J","H"
"10RG","U","BAS","WPO","19BH","U","BAS","WPO",1-8-2024,"F","Fusie","J","H"
"10RG00","D","VST","WPO","19BH00","D","VST","WPO",1-8-2024,"F","Fusie","J","H"
"10RN","U","BAS","WPO","08LL","U","BAS","WPO",1-8-2022,"F","Fusie","J","H"
"10RN00","D","VST","WPO","08LL00","D","VST","WPO",1-8-2022,"F","Fusie","J","H"
"10RW","U","BAS","WPO","11GH","U","BAS","WPO",1-8-2009,"F","Fusie","J","H"
"10RW00","D","VST","WPO","11GH00","D","VST","WPO",1-8-2009,"F","Fusie","J","H"
"10SF","U","BAS","WPO","09ZZ","U","BAS","WPO",1-8-2000,"F","Fusie","N","H"
"10SF00","D","VST","WPO","09ZZ01","D","VST","WPO",1-8-2000,"F","Fusie","N","H"
"10SI","U","BAS","WPO","09EE","U","BAS","WPO",1-8-1997,"F","Fusie","N","H"
"10SJ","U","BAS","WPO","05XZ","U","BAS","WPO",1-8-2003,"V","Overdracht","J","H"
"10SJ00","D","VST","WPO","05XZ01","D","VST","WPO",1-8-2003,"V","Overdracht","J","H"
"10SM","U","PROS","WVO","04YE","U","VOS","WVO",1-8-2004,"F","Fusie","J","H"
"10SM00","D","VST","WVO","04YE09","D","VST","WVO",1-8-2004,"F","Fusie","J","H"
"10SN","U","BAS","WPO","08MK","U","BAS","WPO",1-8-2008,"F","Fusie","J","H"
"10SN00","D","VST","WPO","08MK00","D","VST","WPO",1-8-2008,"F","Fusie","J","H"
"10TD","U","BAS","WPO","09FD","U","BAS","WPO",1-8-1997,"F","Fusie","N","H"
"10TG","U","BAS","WPO","09FM","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"10TG00","D","VST","WPO","09FM00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"10TQ","U","BAS","WPO","09FW","U","BAS","WPO",1-8-2019,"F","Fusie","J","H"
"10TQ00","D","VST","WPO","09FW00","D","VST","WPO",1-8-2019,"F","Fusie","J","H"
"10TS","U","SPEC","WEC","20WR","U","SPEC","WEC",1-8-2015,"F","Fusie","J","H"
"10TS00","D","VST","WEC","20WR08","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"10TZ","U","BAS","WPO","09GL","U","BAS","WPO",1-8-2006,"V","Overdracht","J","H"
"10TZ00","D","VST","WPO","09GL01","D","VST","WPO",1-8-2006,"V","Overdracht","J","H"
"10UE","U","BAS","WPO","10CJ","U","BAS","WPO",1-8-2011,"F","Fusie","J","H"
"10UE00","D","VST","WPO","10CJ00","D","VST","WPO",1-8-2011,"F","Fusie","J","H"
"10UF","U","BAS","WPO","09GQ","U","BAS","WPO",1-8-2023,"F","Fusie","J","H"
"10UF00","D","VST","WPO","09GQ00","D","VST","WPO",1-8-2023,"F","Fusie","J","H"
"10UI","U","BAS","WPO","11UD","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"10UI00","D","VST","WPO","11UD01","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"10UM","U","BAS","WPO","09HF","U","BAS","WPO",1-8-2014,"F","Fusie","J","H"
"10UM00","D","VST","WPO","09HF00","D","VST","WPO",1-8-2014,"F","Fusie","J","H"
"10UV","U","BAS","WPO","09HP","U","BAS","WPO",1-8-2024,"F","Fusie","J","H"
"10UV00","D","VST","WPO","09HP00","D","VST","WPO",1-8-2024,"F","Fusie","J","H"
"10UX","U","BAS","WPO","10DF","U","BAS","WPO",1-8-2021,"F","Fusie","J","H"
"10UX00","D","VST","WPO","10DF00","D","VST","WPO",1-8-2021,"F","Fusie","J","H"
"10VI","U","BAS","WPO","10DT","U","BAS","WPO",1-8-2012,"F","Fusie","J","H"
"10VI00","D","VST","WPO","10DT00","D","VST","WPO",1-8-2012,"F","Fusie","J","H"
"10VL","U","BAS","WPO","09IJ","U","BAS","WPO",1-8-2017,"F","Fusie","J","H"
"10VL00","D","VST","WPO","09IJ00","D","VST","WPO",1-8-2017,"F","Fusie","J","H"
"10VT","U","BAS","WPO","10EH","U","BAS","WPO",1-8-2012,"F","Fusie","J","H"
"10VT00","D","VST","WPO","10EH00","D","VST","WPO",1-8-2012,"F","Fusie","J","H"
"10VX","U","BAS","WPO","09JB","U","BAS","WPO",1-8-2010,"F","Fusie","J","H"
"10VX00","D","VST","WPO","09JB00","D","VST","WPO",1-8-2010,"F","Fusie","J","H"
"10VZ","U","BAS","WPO","08JF","U","BAS","WPO",1-8-1999,"F","Fusie","N","H"
"10WC","U","BAS","WPO","04DE","U","BAS","WPO",1-8-2002,"F","Fusie","N","H"
"10WC00","D","VST","WPO","04DE01","D","VST","WPO",1-8-2002,"F","Fusie","N","H"
"10WD","U","BAS","WPO","12OK","U","BAS","WPO",1-8-2012,"F","Fusie","J","H"
"10WD00","D","VST","WPO","12OK00","D","VST","WPO",1-8-2012,"F","Fusie","J","H"
"10WE","U","BAS","WPO","10EW","U","BAS","WPO",1-8-2010,"F","Fusie","J","H"
"10WE00","D","VST","WPO","10EW00","D","VST","WPO",1-8-2010,"F","Fusie","J","H"
"10WJ","U","BAS","WPO","13ST","U","BAS","WPO",1-8-2012,"F","Fusie","J","H"
"10WJ00","D","VST","WPO","13ST00","D","VST","WPO",1-8-2012,"F","Fusie","J","H"
"10WK","U","BAS","WPO","11MW","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"10WK00","D","VST","WPO","11MW00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"10WR","U","BAS","WPO","10FM","U","BAS","WPO",1-8-2002,"F","Fusie","J","H"
"10WR00","D","VST","WPO","10FM01","D","VST","WPO",1-8-2002,"F","Fusie","J","H"
"10WZ","U","BAS","WPO","09KU","U","BAS","WPO",1-8-2020,"F","Fusie","J","H"
"10WZ00","D","VST","WPO","09KU00","D","VST","WPO",1-8-2020,"F","Fusie","J","H"
"10XG","U","BAS","WPO","09LF","U","BAS","WPO",1-8-2018,"F","Fusie","J","H"
"10XG00","D","VST","WPO","09LF00","D","VST","WPO",1-8-2018,"F","Fusie","J","H"
"10XH","U","BAS","WPO","12GA","U","BAS","WPO",1-8-2013,"F","Fusie","J","H"
"10XH00","D","VST","WPO","12GA00","D","VST","WPO",1-8-2013,"F","Fusie","J","H"
"10XL","U","BAS","WPO","09TG","U","BAS","WPO",1-8-2018,"F","Fusie","J","H"
"10XL00","D","VST","WPO","09TG00","D","VST","WPO",1-8-2018,"F","Fusie","J","H"
"10XN","U","BAS","WPO","11LJ","U","BAS","WPO",1-8-2017,"F","Fusie","J","H"
"10XN00","D","VST","WPO","11LJ00","D","VST","WPO",1-8-2017,"F","Fusie","J","H"
"10XQ","U","BAS","WPO","12OF","U","BAS","WPO",1-8-2014,"F","Fusie","J","H"
"10XQ00","D","VST","WPO","12OF00","D","VST","WPO",1-8-2014,"F","Fusie","J","H"
"10XX","U","BAS","WPO","09MU","U","BAS","WPO",1-8-2000,"F","Fusie","N","H"
"10XZ","U","BAS","WPO","10HN","U","BAS","WPO",1-8-2014,"F","Fusie","J","H"
"10XZ00","D","VST","WPO","10HN00","D","VST","WPO",1-8-2014,"F","Fusie","J","H"
"10YC","U","BAS","WPO","09NC","U","BAS","WPO",1-8-1998,"F","Fusie","N","H"
"10YN","U","BAS","WPO","11XH","U","BAS","WPO",1-8-1998,"F","Fusie","N","H"
"10YU","U","BAS","WPO","18FH","U","BAS","WPO",1-8-2015,"F","Fusie","J","H"
"10YU00","D","VST","WPO","18FH00","D","VST","WPO",1-8-2015,"F","Fusie","J","H"
"10ZC","U","BAS","WPO","27MK","U","BAS","WPO",1-8-2001,"V","Overdracht","J","H"
"10ZC00","D","VST","WPO","27MK00","D","VST","WPO",1-8-2001,"V","Overdracht","J","H"
"10ZE","U","SPEC","WEC","20GD","U","VOS","WVO",1-8-2002,"V","Overdracht","N","H"
"10ZE00","D","VST","WEC","20GD01","D","VST","WVO",1-8-2002,"V","Overdracht","N","H"
"10ZG","U","BAS","WPO","11LM","U","BAS","WPO",1-8-1999,"F","Fusie","N","H"
"10ZH","U","BAS","WPO","11CM","U","BAS","WPO",1-8-2015,"F","Fusie","J","H"
"10ZH00","D","VST","WPO","11CM00","D","VST","WPO",1-8-2015,"F","Fusie","J","H"
"10ZL","U","BAS","WPO","11MS","U","BAS","WPO",1-8-2015,"F","Fusie","J","H"
"10ZL00","D","VST","WPO","11MS00","D","VST","WPO",1-8-2015,"F","Fusie","J","H"
"10ZX","U","VOS","WVO","16NK","U","VOS","WVO",1-8-2000,"F","Fusie","N","H"
"10ZX00","D","VST","WVO","16NK01","D","VSTS","WVO",1-8-2000,"F","Fusie","N","H"
"10000","B","BINS",,"13897","B","BINS",,1-1-2008,"V","Overdracht","N","H"
"10000","B","BINS",,"41479","B","BINS",,1-8-2005,"V","Overdracht","N","H"
"10000","B","BINS",,"41854","B","BINS",,1-1-2009,"V","Overdracht","N","H"
"10001","B","BINS",,"41479","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"10001","B","BINS",,"41579","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"10001","B","BINS",,"41830","B","BINS",,1-1-2009,"V","Overdracht","N","H"
"10002","B","BINS",,"10001","B","BINS",,1-1-2002,"F","Fusie","N","H"
"10005","B","BINS",,"10409","B","BINS",,1-1-1995,"F","Fusie","N","H"
"10006","B","BINS",,"10076","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10009","B","BINS",,"41843","B","BINS",,1-1-2009,"V","Overdracht","N","H"
"10010","B","BINS",,"41431","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10011","B","BINS",,"41479","B","BINS",,1-1-2005,"V","Overdracht","J","H"
"10012","B","BINS",,"41401","B","BINS",,1-8-2003,"V","Overdracht","N","H"
"10015","B","BINS",,"77235","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10016","B","BINS",,"11728","B","BINS",,1-1-2002,"F","Fusie","N","H"
"10018","B","BINS",,"42569","B","BINS",,1-1-2011,"V","Overdracht","N","H"
"10019","B","BINS",,"41456","B","BINS",,1-8-2004,"V","Overdracht","N","H"
"10022","B","BINS",,"41522","B","BINS",,1-5-2005,"V","Overdracht","N","H"
"10022","B","BINS",,"70163","B","BINS",,1-8-2004,"V","Overdracht","N","H"
"10023","B","BINS",,"12037","B","BINS",,1-1-1999,"F","Fusie","N","H"
"10025","B","BINS",,"11675","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10026","B","BINS",,"10125","B","BINS",,1-1-2000,"F","Fusie","N","H"
"10028","B","BINS",,"13878","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"10029","B","BINS",,"13728","B","BINS",,1-1-2001,"V","Overdracht","N","H"
"10033","B","BINS",,"11714","B","BINS",,1-1-1999,"F","Fusie","N","H"
"10035","B","BINS",,"41478","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"10035","B","BINS",,"41580","B","BINS",,1-1-2007,"V","Overdracht","N","H"
"10039","B","BINS",,"10564","B","BINS",,1-1-2011,"F","Fusie","N","H"
"10040","B","BINS",,"61284","B","BINS",,1-1-2005,"V","Overdracht","J","H"
"10041","B","BINS",,"10054","B","BINS",,1-8-1999,"F","Fusie","N","H"
"10042","B","BINS",,"11705","B","BINS",,1-1-1998,"F","Fusie","N","H"
"10043","B","BINS",,"41479","B","BINS",,1-1-2005,"V","Overdracht","J","H"
"10044","B","BINS",,"41438","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10047","B","BINS",,"13799","B","BINS",,1-8-2003,"V","Overdracht","N","H"
"10050","B","BINS",,"11687","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10053","B","BINS",,"13273","B","BINS",,1-1-2002,"V","Overdracht","N","H"
"10053","B","BINS",,"13785","B","BINS",,1-1-2003,"V","Overdracht","N","H"
"10054","B","BINS",,"13808","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10057","B","BINS",,"10344","B","BINS",,1-1-2001,"F","Fusie","J","H"
"10058","B","BINS",,"11729","B","BINS",,1-1-2003,"F","Fusie","N","H"
"10060","B","BINS",,"41663","B","BINS",,1-8-2007,"V","Overdracht","N","H"
"10061","B","BINS",,"41611","B","BINS",,1-1-2008,"V","Overdracht","N","H"
"10062","B","BINS",,"41481","B","BINS",,1-1-2005,"V","Overdracht","J","H"
"10063","B","BINS",,"10408","B","BINS",,1-1-1991,"F","Fusie","N","H"
"10065","B","BINS",,"10283","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10066","B","BINS",,"41642","B","BINS",,1-1-2007,"V","Overdracht","N","H"
"10067","B","BINS",,"41481","B","BINS",,1-1-2005,"V","Overdracht","J","H"
"10070","B","BINS",,"13863","B","BINS",,1-10-2005,"V","Overdracht","N","H"
"10072","B","BINS",,"13782","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"10073","B","BINS",,"13751","B","BINS",,1-1-2002,"V","Overdracht","N","H"
"10074","B","BINS",,"10345","B","BINS",,1-1-1991,"F","Fusie","N","H"
"10077","B","BINS",,"41434","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10078","B","BINS",,"10183","B","BINS",,1-1-1994,"F","Fusie","N","H"
"10079","B","BINS",,"10661","B","BINS",,1-1-1997,"F","Fusie","N","H"
"1008","S","SWPO","WPO","0902","S","SWPO","WPO",1-8-2003,"V","Overdracht","N","H"
"1008","S","SWPO","WPO","1006","S","SWPO","WPO",1-8-2003,"V","Overdracht","N","H"
"1008","S","SWPO","WPO","1010","S","SWPO","WPO",1-8-2006,"V","Overdracht","N","H"
"1008","S","SWPO","WPO","5602","S","SWPO","WPO",1-8-2006,"V","Overdracht","N","H"
"10080","B","BINS",,"41613","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"10082","B","BINS",,"41398","B","BINS",,1-8-2003,"V","Overdracht","N","H"
"10083","B","BINS",,"41663","B","BINS",,1-8-2007,"V","Overdracht","N","H"
"10084","B","BINS",,"11707","B","BINS",,1-1-1998,"F","Fusie","N","H"
"10085","B","BINS",,"10915","B","BINS",,1-1-2001,"F","Fusie","N","H"
"10086","B","BINS",,"41612","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"10088","B","BINS",,"11723","B","BINS",,1-1-2001,"F","Fusie","N","H"
"10089","B","BINS",,"10126","B","BINS",,1-1-2009,"V","Overdracht","N","H"
"10089","B","BINS",,"41500","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"1009","S","SWPO","WPO","0407","S","SWPO","WPO",1-8-2003,"V","Overdracht","N","H"
"10091","B","BINS",,"10272","B","BINS",,1-1-1991,"F","Fusie","N","H"
"10092","B","BINS",,"41401","B","BINS",,1-8-2003,"V","Overdracht","N","H"
"10094","B","BINS",,"41443","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10096","B","BINS",,"41625","B","BINS",,1-1-2007,"V","Overdracht","N","H"
"101","O","AK",,"102","O","AK",,1-4-2003,"V","Overdracht","N","H"
"101","O","AK",,"102","O","AK",,1-6-2005,"V","Overdracht","N","H"
"101","O","AK",,"213","O","AK",,1-1-2009,"V","Overdracht","N","H"
"101","O","AK",,"215","O","AK",,1-9-2006,"V","Overdracht","N","H"
"101","O","AK",,"222","O","AK",,1-1-2008,"V","Overdracht","N","H"
"101","O","AK",,"223","O","AK",,1-1-2002,"V","Overdracht","N","H"
"101","O","AK",,"250","O","AK",,1-8-2008,"V","Overdracht","N","H"
"101","O","AK",,"316","O","AK",,1-7-2003,"V","Overdracht","N","H"
"101","O","AK",,"318","O","AK",,1-1-2004,"V","Overdracht","N","H"
"101","O","AK",,"606","O","AK",,1-8-2006,"V","Overdracht","N","H"
"101","O","AK",,"696","O","AK",,1-1-2002,"V","Overdracht","N","H"
"101","O","AK",,"696","O","AK",,1-8-2005,"V","Overdracht","N","H"
"101","O","AK",,"711","O","AK",,1-4-2003,"V","Overdracht","N","H"
"101","O","AK",,"715","O","AK",,1-1-2010,"V","Overdracht","N","H"
"10100","B","BINS",,"10688","B","BINS",,1-1-1994,"F","Fusie","N","H"
"10101","B","BINS",,"13759","B","BINS",,1-6-2002,"V","Overdracht","N","H"
"10102","B","BINS",,"11699","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10103","B","BINS",,"41488","B","BINS",,1-1-2005,"F","Fusie","J","H"
"10106","B","BINS",,"10579","B","BINS",,1-1-1996,"F","Fusie","N","H"
"10108","B","BINS",,"41479","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"10108","B","BINS",,"41774","B","BINS",,1-1-2008,"V","Overdracht","N","H"
"10109","B","BINS",,"41374","B","BINS",,1-1-2003,"V","Overdracht","N","H"
"10111","B","BINS",,"41375","B","BINS",,1-1-2003,"V","Overdracht","N","H"
"10113","B","BINS",,"41444","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10113","B","BINS",,"42568","B","BINS",,1-1-2011,"V","Overdracht","N","H"
"10116","B","BINS",,"41479","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"10116","B","BINS",,"41579","B","BINS",,1-1-2007,"V","Overdracht","N","H"
"10117","B","BINS",,"10125","B","BINS",,1-1-2000,"F","Fusie","N","H"
"10118","B","BINS",,"13809","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10119","B","BINS",,"41496","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"10122","B","BINS",,"41663","B","BINS",,1-8-2007,"V","Overdracht","N","H"
"10123","B","BINS",,"13761","B","BINS",,1-1-2002,"V","Overdracht","N","H"
"10124","B","BINS",,"41488","B","BINS",,1-1-2005,"F","Fusie","J","H"
"10125","B","BINS",,"10000","B","BINS",,1-8-2001,"V","Overdracht","N","H"
"10125","B","BINS",,"41479","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"10125","B","BINS",,"41774","B","BINS",,1-1-2008,"V","Overdracht","N","H"
"10126","B","BINS",,"41500","B","BINS",,1-1-2005,"F","Fusie","N","H"
"10130","B","BINS",,"41527","B","BINS",,1-8-2005,"V","Overdracht","N","H"
"10132","B","BINS",,"13750","B","BINS",,1-1-2002,"V","Overdracht","N","H"
"10133","B","BINS",,"41856","B","BINS",,1-1-2009,"V","Overdracht","N","H"
"10134","B","BINS",,"41479","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"10134","B","BINS",,"41579","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"10135","B","BINS",,"41413","B","BINS",,1-8-2003,"V","Overdracht","N","H"
"10136","B","BINS",,"11706","B","BINS",,1-1-1998,"F","Fusie","N","H"
"10137","B","BINS",,"41663","B","BINS",,1-8-2007,"V","Overdracht","N","H"
"10139","B","BINS",,"11722","B","BINS",,1-1-2001,"F","Fusie","N","H"
"10141","B","BINS",,"42634","B","BINS",,1-1-2013,"V","Overdracht","N","H"
"10142","B","BINS",,"41520","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"10143","B","BINS",,"41431","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10145","B","BINS",,"25418","B","BINS",,1-1-2022,"V","Overdracht","J","H"
"10145","B","BINS",,"41443","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10147","B","BINS",,"11713","B","BINS",,1-1-1999,"F","Fusie","N","H"
"10151","B","BINS",,"41844","B","BINS",,1-1-2009,"V","Overdracht","N","H"
"10151","B","BINS",,"41897","B","BINS",,1-1-2010,"V","Overdracht","N","H"
"10152","B","BINS",,"41401","B","BINS",,1-8-2003,"V","Overdracht","N","H"
"10153","B","BINS",,"25482","B","BINS",,1-1-2023,"V","Overdracht","J","H"
"10153","B","BINS",,"41570","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"10153","B","BINS",,"41594","B","BINS",,1-3-2006,"V","Overdracht","N","H"
"10154","B","BINS",,"11720","B","BINS",,1-1-2001,"F","Fusie","N","H"
"10155","B","BINS",,"10307","B","BINS",,1-1-1991,"F","Fusie","N","H"
"10157","B","BINS",,"41638","B","BINS",,1-1-2007,"V","Overdracht","N","H"
"10158","B","BINS",,"11674","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10159","B","BINS",,"11674","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10163","B","BINS",,"41638","B","BINS",,1-1-2007,"V","Overdracht","N","H"
"10166","B","BINS",,"41481","B","BINS",,1-1-2005,"V","Overdracht","J","H"
"10167","B","BINS",,"41538","B","BINS",,1-8-2005,"V","Overdracht","N","H"
"10175","B","BINS",,"11728","B","BINS",,1-1-2002,"F","Fusie","N","H"
"10176","B","BINS",,"11675","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10178","B","BINS",,"41630","B","BINS",,1-1-2007,"V","Overdracht","N","H"
"10180","B","BINS",,"11029","B","BINS",,1-1-1996,"F","Fusie","N","H"
"10183","B","BINS",,"25418","B","BINS",,1-1-2022,"V","Overdracht","J","H"
"10183","B","BINS",,"41443","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10184","B","BINS",,"10178","B","BINS",,1-1-1998,"F","Fusie","N","H"
"10185","B","BINS",,"13743","B","BINS",,1-1-2002,"F","Fusie","N","H"
"10188","B","BINS",,"11719","B","BINS",,1-1-2001,"F","Fusie","J","H"
"10189","B","BINS",,"11719","B","BINS",,1-1-2001,"F","Fusie","J","H"
"10190","B","BINS",,"41441","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10191","B","BINS",,"25411","B","BINS",,1-1-2021,"V","Overdracht","J","H"
"10191","B","BINS",,"41574","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"10192","B","BINS",,"11718","B","BINS",,1-1-2001,"F","Fusie","N","H"
"10194","B","BINS",,"13782","B","BINS",,1-6-2003,"V","Overdracht","N","H"
"10197","B","BINS",,"11719","B","BINS",,1-1-2001,"F","Fusie","J","H"
"10198","B","BINS",,"10194","B","BINS",,1-1-1999,"F","Fusie","N","H"
"10199","B","BINS",,"11694","B","BINS",,1-1-1997,"F","Fusie","N","H"
"102","O","AK",,"026","O","AK",,1-8-2005,"V","Overdracht","N","H"
"102","O","AK",,"026","O","AK",,1-1-2008,"V","Overdracht","N","H"
"102","O","AK",,"061","O","AK",,1-8-2006,"V","Overdracht","N","H"
"102","O","AK",,"098","O","AK",,1-1-2012,"V","Overdracht","N","H"
"102","O","AK",,"101","O","AK",,1-1-2004,"V","Overdracht","N","H"
"102","O","AK",,"101","O","AK",,1-1-2009,"V","Overdracht","N","H"
"102","O","AK",,"136","O","AK",,1-1-2011,"V","Overdracht","N","H"
"102","O","AK",,"223","O","AK",,1-1-2006,"V","Overdracht","N","H"
"102","O","AK",,"223","O","AK",,1-1-2008,"V","Overdracht","N","H"
"102","O","AK",,"401","O","AK",,1-8-2006,"V","Overdracht","N","H"
"102","O","AK",,"455","O","AK",,1-1-2004,"V","Overdracht","N","H"
"102","O","AK",,"696","O","AK",,1-1-2007,"V","Overdracht","N","H"
"10200","B","BINS",,"11709","B","BINS",,1-1-1998,"F","Fusie","N","H"
"10201","B","BINS",,"11698","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10204","B","BINS",,"41502","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"10205","B","BINS",,"11727","B","BINS",,1-1-2002,"F","Fusie","N","H"
"10206","B","BINS",,"41371","B","BINS",,1-1-2003,"V","Overdracht","N","H"
"10207","B","BINS",,"11744","B","BINS",,1-1-2005,"V","Overdracht","J","H"
"10209","B","BINS",,"11686","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10210","B","BINS",,"41638","B","BINS",,1-1-2007,"V","Overdracht","N","H"
"10211","B","BINS",,"41435","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"10213","B","BINS",,"13718","B","BINS",,1-1-2001,"V","Overdracht","N","H"
"10215","B","BINS",,"41513","B","BINS",,1-3-2005,"V","Overdracht","N","H"
"10218","B","BINS",,"13717","B","BINS",,1-1-2001,"V","Overdracht","N","H"
"10219","B","BINS",,"41638","B","BINS",,1-1-2007,"V","Overdracht","N","H"
"10221","B","BINS",,"11685","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10224","B","BINS",,"13770","B","BINS",,1-10-2002,"V","Overdracht","N","H"
"10226","B","BINS",,"10579","B","BINS",,1-1-1996,"F","Fusie","N","H"
"10227","B","BINS",,"11701","B","BINS",,1-1-1997,"F","Fusie","N","H"
"10228","B","BINS",,"11709","B","BINS",,1-1-1998,"F","Fusie","N","H"
"10229","B","BINS",,"11731","B","BINS",,1-1-2003,"V","Overdracht","J","H"
"10230","B","BINS",,"11727","B","BINS",,1-1-2002,"F","Fusie","N","H"
"10231","B","BINS",,"41434","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"10233","B","BINS",,"13699","B","BINS",,1-1-2001,"V","Overdracht","N","H"
"10234","B","BINS",,"11067","B","BINS",,1-1-1998,"F","Fusie","N","H"
"10235","B","BINS",,"13708","B","BINS",,1-1-2001,"V","Overdracht","N","H"
"10241","B","BINS",,"41413","B","BINS",,1-8-2003,"V","Overdracht","N","H"
"10242","B","BINS",,"41248","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"10243","B","BINS",,"41345","B","BINS",,1-1-2003,"V","Overdracht","N","H"
