NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,postcode_cleaned,house_number,latitude,longitude,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,CODE_STAND_RECORD
16GZ02,D,VSTZ,RSG Steenwijk voor Lyc Havo Mavo Vbo Lwoo,Tukseweg 136.0 ,8334rw,136,52.79334739999999,6.1002657,8334RW,TUK,Overijssel,Closed,Secondary Branch Location,3.0,1990s,2000s,1999-08-01 to 2002-08-01,1999-08-01,2002-08-01,H
26HX,U,PROS,School voor Speciaal Voortgezet Onderwijs Tricon,Oude Roswinkelerweg 25.0 ,7822ab,25,52.7961298,6.9036597,7822AB,EMMEN,Drenthe,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
32BK,U,VOS,De Natuurschuur,Waardpolderhoofdweg 1.0 ,1766eb,1,52.8254037,4.9012101,1766EB,WIERINGERWAARD,Noord-Holland,Closed,Regular Secondary School,1.1,2020s,2020s,2023-01-01 to 2024-02-01,2023-01-01,2024-02-01,H
17DD,U,VOS,Openbare Scholengemeenschap Wiringherlant Ath Havo Mavo Vbo,Terpweg 1.0 ,1771rx,1,52.84601019999999,5.0233906,1771RX,WIERINGERWERF,Noord-Holland,Active,Regular Secondary School,47.5,1970s,,1977-08-01 to Present,1977-08-01,,H
20CR03,D,VSTS,Zuyderzee College voor Lyc Havo Mavo Vbo,Riensingel 2.0 ,8531gh,2,52.8460763,5.718946799999999,8531GH,LEMMER,Friesland,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
17DD,U,VOS,rsg Wiringherlant voor vwo havo mavo en vbo,Dokter Tamsmalaan 1.0 A,1771ab,1,52.848257,5.0245308,1771AB,WIERINGERWERF,Noord-Holland,Active,Regular Secondary School,47.5,1970s,,1977-08-01 to Present,1977-08-01,,H
25CL03,D,VSTS,Regionale Scholengemeen- Schap Stad En Esch,Westeres 7.0 ,7981bc,7,52.8531432,6.313052799999999,7981BC,DIEVER,Drenthe,Active,Secondary Technical School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
31CB,U,VOS,IBBO Chalcedoon,Linthorst Homanstraat 22.0 ,8384ee,22,52.8555642,6.1668718,8384EE,WILHELMINAOORD,Drenthe,Active,Regular Secondary School,9.7,2010s,,2015-05-18 to Present,2015-05-18,,A
20LO02,D,VSTS,Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo,De Omloop 5.0 ,9411ka,5,52.85783679999999,6.507718199999999,9411KA,BEILEN,Drenthe,Active,Secondary Technical School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,A
01SZ,U,VOS,Csg Beilen V Mavo Vbo,De Omloop 4.0 ,9411ka,4,52.8582809,6.5078751,9411KA,BEILEN,Drenthe,Closed,Regular Secondary School,29.0,1980s,2010s,1984-08-01 to 2013-08-01,1984-08-01,2013-08-01,H
20LO02,D,VSTS,Opb Sgm Dr Nassau Coll V Vwo Havo Mavo Vbo&Ivbo,Esdoornlaan 2.0 ,9411av,2,52.8629535,6.5119456,9411AV,BEILEN,Drenthe,Active,Secondary Technical School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
19LO,U,VOS,Linde College voor Atheneum Havo Mavo Vbo en Lwoo,Paulus Potterstraat 33.0 ,8471vm,33,52.8698883,5.9874547,8471VM,WOLVEGA,Friesland,Active,Regular Secondary School,41.5,1980s,,1983-08-01 to Present,1983-08-01,,H
25CV04,D,VSTS,Bornego College Christelijke Scholengemeenschap voor Atheneum Havo Mavo Vbo,Sportlaan 25.0 ,8471np,25,52.8710424,6.0017033,8471NP,WOLVEGA,Friesland,Closed,Secondary Technical School,17.0,1990s,2010s,1994-08-01 to 2011-08-01,1994-08-01,2011-08-01,H
25CV04,D,VSTS,Bornego College Christelijke Scholengemeenschap voor Atheneum Havo Mavo Vbo,Sportlaan 7.0 ,8471np,7,52.8733946,5.999480999999999,8471NP,WOLVEGA,Friesland,Closed,Secondary Technical School,17.0,1990s,2010s,1994-08-01 to 2011-08-01,1994-08-01,2011-08-01,H
16IH,U,VOS,Regionale Scholengemeenschap Ter Apel voor Ath Havo Mavo Lhno,Oude Weg 41.0 ,9561lb,41,52.87800069999999,7.067081000000001,9561LB,TER APEL,Groningen,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
32CH,U,VOS,Grond - school voor leven,Westerborkerstraat 16.0 ,9442pn,16,52.8783358,6.6444584,9442PN,ELP,Drenthe,Active,Regular Secondary School,2.0,2020s,,2023-01-01 to Present,2023-01-01,,A
19LO,U,VOS,Linde College voor Atheneum Havo Mavo Vbo en Lwoo,Drafsportlaan 22.0 ,8472as,22,52.8845785,6.0082226,8472AS,WOLVEGA,Friesland,Active,Regular Secondary School,41.5,1980s,,1983-08-01 to Present,1983-08-01,,H
00ZH,U,VOS,Scholengemeenschap Gaasterland voor Christelijk Mavo en Lhno,Douwe Aukesstraat 1.0 ,8561cs,1,52.8935346,5.580492599999999,8561CS,BALK,Friesland,Closed,Regular Secondary School,38.0,1970s,2010s,1978-08-01 to 2016-08-01,1978-08-01,2016-08-01,H
29MB,U,VOS,Mattias College Zandhuizen,Oosterstreek 23.0 ,8388na,23,52.89585580000001,6.151148999999999,8388NA,OOSTERSTREEK,Friesland,Closed,Regular Secondary School,117.7,1900s,2010s,1900-01-01 to 2017-09-01,1900-01-01,2017-09-01,H
29MB,U,VOS,Mattias College Zandhuizen,Oldeberkoperweg 4.0 ,8389tg,4,52.9022409,6.1480421,8389TG,ZANDHUIZEN,Friesland,Closed,Regular Secondary School,117.7,1900s,2010s,1900-01-01 to 2017-09-01,1900-01-01,2017-09-01,H
31ZA,U,VOS,Amaziah International Christian School,Zuiderdiep 595.0 ,7876bj,595,52.9039987,7.0082181,7876BJ,VALTHERMOND,Drenthe,Active,Regular Secondary School,7.5,2010s,,2017-08-01 to Present,2017-08-01,,H
17DD01,D,VSTS,Openbare Scholengemeenschap Wiringherlant V Ath Havo Mavo Vbo,Hortensialaan 47.0 ,1777xg,47,52.9082947,4.9585731,1777XG,HIPPOLYTUSHOEF,Noord-Holland,Closed,Secondary Technical School,34.0,1970s,2010s,1977-08-01 to 2011-08-01,1977-08-01,2011-08-01,H
17DD01,D,VSTS,Openbare Scholengemeenschap Wiringherlant V Ath Havo Mavo Vbo,Parklaan 30.0 ,1777bb,30,52.9088982,4.965995299999999,1777BB,HIPPOLYTUSHOEF,Noord-Holland,Closed,Secondary Technical School,34.0,1970s,2010s,1977-08-01 to 2011-08-01,1977-08-01,2011-08-01,H
25CR07,D,VSTS,Bogerman Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Ds L Tinholtstraat 3.0 C,8723cw,3,52.9155256,5.4544032,8723CW,KOUDUM,Friesland,Active,Secondary Technical School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
25CR07,D,VSTS,Bogerman Sgm V Lyc Havo Mavo Vbo Ivbo,Beukenlaan 35.0 ,8723av,35,52.9176832,5.4465354,8723AV,KOUDUM,Friesland,Active,Secondary Technical School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
20LA07,D,VSTS,Opb Sgm V Lyc Havo Mavo Vbo Ivbo Esdal College,Hoofdstraat 56.0 ,9531ah,56,52.92097589999999,6.791218,9531AH,BORGER,Drenthe,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20LA07,D,VSTS,Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College,IJzertijdstraat 2.0 ,9531ra,2,52.9218766,6.7828583,9531RA,BORGER,Drenthe,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,A
25LW43,D,VSTS,ROC Noorderpoortcollege,Nijverheidslaan 1.0 ,9581ej,1,52.9279514,7.0212254,9581EJ,MUSSELKANAAL,Groningen,Closed,Secondary Technical School,15.0,2000s,2010s,2000-08-01 to 2015-08-01,2000-08-01,2015-08-01,H
26JY,U,PROS,De Pijler school voor praktijk onderwijs,Drs. F. Bijlweg 232.0 ,1784mc,232,52.9382521,4.7542744,1784MC,DEN HELDER,Noord-Holland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
26JY,U,PROS,De Pijler school voor praktijk onderwijs,Drs. F. Bijlweg 3.0 ,1784mc,3,52.938303,4.754464899999999,1784MC,DEN HELDER,Noord-Holland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
00MV,U,VOS,Chr Sgm Etty Hillesum V Ath Havo Mavo Vbo Ivbo,Drs. F. Bijlweg 6.0 ,1784mc,6,52.93831280000001,4.754283399999999,1784MC,DEN HELDER,Noord-Holland,Active,Regular Secondary School,56.9,1960s,,1968-03-06 to Present,1968-03-06,,H
02EB01,D,VSTS,Chr Sgm Vincent Van Gogh Lyc Havo Mavo Vbo Ivbo,Veenhoopsweg 60.0 ,9422ad,60,52.9442675,6.4408319,9422AD,SMILDE,Drenthe,Closed,Secondary Technical School,104.6,1900s,2000s,1900-01-01 to 2004-08-01,1900-01-01,2004-08-01,H
14FW,U,VOS,Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo,Ds Kingweg 10.0 ,8446kz,10,52.9476536,5.9276106,8446KZ,HEERENVEEN,Friesland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
05AC,U,VOS,Scholengemeenschap voor Beroepsonderwijs Heerenveen,Ds Kingweg 8.0 ,8446kz,8,52.9479415,5.9273225,8446KZ,HEERENVEEN,Friesland,Closed,Regular Secondary School,38.0,1980s,2020s,1984-08-01 to 2022-08-01,1984-08-01,2022-08-01,H
26JY,U,PROS,De Pijler school voor praktijk onderwijs,Sportlaan 62.0 ,1782nd,62,52.9516491,4.7542374,1782ND,DEN HELDER,Noord-Holland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
21VB,U,VOS,Scholen aan Zee 1,Sportlaan 54.0 ,1782nd,54,52.9519707,4.7529799,1782ND,DEN HELDER,Noord-Holland,Closed,Regular Secondary School,31.0,1980s,2010s,1987-08-01 to 2018-08-01,1987-08-01,2018-08-01,H
21VB,U,VOS,Scholengemeenschap Nieuwediep voor Lyceum Havo Mavo Vbo Lwoo,Sportlaan 38.0 ,1782nd,38,52.9529621,4.7523884,1782ND,DEN HELDER,Noord-Holland,Closed,Regular Secondary School,31.0,1980s,2010s,1987-08-01 to 2018-08-01,1987-08-01,2018-08-01,H
25CV,U,VOS,Bornego College Christelijke Scholengemeenschap voor Atheneum Havo Mavo Vbo,Ds Kingweg 1.0 ,8446kz,1,52.953033,5.921927999999999,8446KZ,HEERENVEEN,Friesland,Active,Regular Secondary School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
26JY,U,PROS,De Pijler school voor praktijk onderwijs,Hector Treubstraat 82.0 ,1782hh,82,52.9539754,4.759428,1782HH,DEN HELDER,Noord-Holland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
05AC,U,VOS,Scholengemeenschap voor Beroepsonderwijs Heerenveen,Burgemeester Falkenaweg 54.0 ,8442le,54,52.9541187,5.9292603,8442LE,HEERENVEEN,Friesland,Closed,Regular Secondary School,38.0,1980s,2020s,1984-08-01 to 2022-08-01,1984-08-01,2022-08-01,H
21VB,U,VOS,Opb Sgm V Ath Havo Mavo Vbo En Ivbo Nieuwediep,Molukkenstraat 1.0 ,1782dn,1,52.9547254,4.7500278,1782DN,DEN HELDER,Noord-Holland,Closed,Regular Secondary School,31.0,1980s,2010s,1987-08-01 to 2018-08-01,1987-08-01,2018-08-01,H
25CV03,D,VSTS,Bornego College Christelijke Scholengemeenschap voor Atheneum Havo Mavo Vbo,Pasteurweg 3.0 ,8503ab,3,52.96096,5.783421,8503AB,JOURE,Friesland,Active,Secondary Technical School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
14FW04,D,VSTS,Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo,Pasteurweg 1.0 ,8503ab,1,52.961183,5.783002,8503AB,JOURE,Friesland,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
30XF,U,VOS,De Ontdekking,Noorderdiep 99.0 ,9521bc,99,52.9613178,6.9407659,9521BC,NIEUW-BUINEN,Drenthe,Active,Regular Secondary School,11.5,2010s,,2013-08-01 to Present,2013-08-01,,H
25CV03,D,VSTS,Bornego College Christelijke Scholengemeenschap voor Atheneum Havo Mavo Vbo,Blaauwhoflaan 2.0 -4,8501em,2,52.96418269999999,5.7900147,8501EM,JOURE,Friesland,Active,Secondary Technical School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
14FW04,D,VSTS,Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo,Harddraversweg 4.0 ,8501cm,4,52.96801070000001,5.7896448,8501CM,JOURE,Friesland,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
26KP,U,PROS,De Compagnie SVO Praktijkonderwijs,Buitenbaan 3.0 ,8441hb,3,52.9681834,5.9194688,8441HB,HEERENVEEN,Friesland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
14FW,U,VOS,Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo,Fedde Schurerplein 1.0 ,8441pt,1,52.97174949999999,5.9148327,8441PT,HEERENVEEN,Friesland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
14FW,U,VOS,"Openbare Scholengroep  voor VMBO, Havo, Atheneum en Gymnasium",Schans 100.0 ,8441ae,100,52.9722192,5.9134373,8441AE,HEERENVEEN,Friesland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
30XF,U,VOS,De Vuurvlinder,Electronicaweg 23.0 ,9503ga,23,52.9743539,6.9694959,9503GA,STADSKANAAL,Groningen,Active,Regular Secondary School,11.5,2010s,,2013-08-01 to Present,2013-08-01,,A
18UZ01,D,VSTZ,School voor Praktijkonderwijs De Linde,Navolaan 30.0 ,9501vj,30,52.9836748,6.960064,9501VJ,STADSKANAAL,Groningen,Closed,Secondary Branch Location,3.0,2000s,2000s,2001-08-01 to 2004-08-01,2001-08-01,2004-08-01,H
02VJ,U,VOS,Pc En Rk Sgm Ubbo Emmius V Lyc Havo Mavo Vbo,Stationslaan 17.0 ,9503ca,17,52.9853933,6.950456399999999,9503CA,STADSKANAAL,Groningen,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
18UZ,U,PROS,School voor Praktijkonderwijs De Linde,Gelderselaan 1.0 ,9501ra,1,52.9893239,6.9576626,9501RA,STADSKANAAL,Groningen,Active,Practical Education,45.5,1970s,,1979-08-01 to Present,1979-08-01,,H
25LW42,D,VSTS,ROC Noorderpoortcollege,Engelandlaan 1.0 ,9501ar,1,52.9907601,6.9540161,9501AR,STADSKANAAL,Groningen,Closed,Secondary Technical School,14.0,2000s,2010s,2000-08-01 to 2014-08-01,2000-08-01,2014-08-01,H
15VQ,U,VOS,Stellingwerf College,Quadoelenweg 29.0 ,8431ln,29,52.9922729,6.287241,8431LN,OOSTERWOLDE FR,Friesland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
15VQ,U,VOS,Stellingwerf College,Martenskamp 1.0 ,8431lr,1,52.9927058,6.286441399999999,8431LR,OOSTERWOLDE FR,Friesland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
02EB,U,VOS,Chr Sgm Vincent Van Gogh Lyc Havo Mavo Vbo Ivbo,Selma Lagerloflaan 3.0 ,9406kb,3,52.9997798,6.545795,9406KB,ASSEN,Drenthe,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
02UV05,D,VSTS,Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Mr Groen v Prinstererln 20.0 ,9402kd,20,53.0014854,6.562991999999999,9402KD,ASSEN,Drenthe,Active,Secondary Technical School,67.4,1950s,,1957-09-01 to Present,1957-09-01,,H
18BR,U,PROS,School voor Praktische Vorming Voortgezet SpeciaalOnderwijsr MLK,Treubstraat 2.0 ,9402kh,2,53.0028856,6.5637592,9402KH,ASSEN,Drenthe,Active,Practical Education,39.6,1980s,,1985-06-15 to Present,1985-06-15,,H
20LO,U,VOS,Opb Sgm Dr Nassau Coll V Vwo Havo Mavo Vbo & Ivbo,Mr Groen v Prinstererln 98.0 ,9402kg,98,53.0037859,6.561177,9402KG,ASSEN,Drenthe,Active,Regular Secondary School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
01WM,U,VOS,Burg Harmsma SGM voor VO Mavo Lhno en Lto,H. Ringenoldusstrjitte 3.0 ,8401pv,3,53.007023,6.066693,8401PV,GORREDIJK,Friesland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20LO03,D,VSTS,Opb Sgm Dr Nassau Coll V Vwo Havo Mavo Vbo&Ivbo,Stokleggingslaan 17.0 ,9461cc,17,53.0076688,6.7562069,9461CC,GIETEN,Drenthe,Active,Secondary Technical School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
18BR,U,PROS,School voor Praktijkonderwijs Assen,Zwartwatersweg 202.0 ,9406nn,202,53.0087973,6.5517859,9406NN,ASSEN,Drenthe,Active,Practical Education,39.6,1980s,,1985-06-15 to Present,1985-06-15,,H
04FR,U,PROS,Dukdalf,Van Schouwenburgstraat 21.0 ,8607bx,21,53.0229174,5.6609503,8607BX,SNEEK,Friesland,Active,Practical Education,43.0,1980s,,1982-01-01 to Present,1982-01-01,,H
31RB,U,VOS,Plan B Sociocratische School,Noorderdiep 2.0 a,9501xc,2,53.02455459999999,6.8967942,9501XC,STADSKANAAL,Groningen,Active,Regular Secondary School,4.6,2020s,,2020-06-01 to Present,2020-06-01,,H
16FP,U,VOS,Regionale Scholengemeenschap Magister Alvinus voor Vwo Havo Mavo Vbo,Almastraat 5.0 ,8601ew,5,53.030326,5.6532754,8601EW,SNEEK,Friesland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
26MG,U,PROS,Praktijkschool Sneek,Oude Koemarkt 20.0 ,8601ek,20,53.030603,5.659392599999999,8601EK,SNEEK,Friesland,Closed,Practical Education,21.0,1990s,2010s,1998-08-01 to 2019-08-01,1998-08-01,2019-08-01,H
04FR,U,PROS,De Diken - locatie de Zuiderpoort,Hemdijk 20.0 ,8601jv,20,53.0322727,5.6423907,8601JV,SNEEK,Friesland,Active,Practical Education,43.0,1980s,,1982-01-01 to Present,1982-01-01,,H
04FR,U,PROS,De Diken,Simmerdyk 1.0 A,8601zp,1,53.0323984,5.6431073,8601ZP,SNEEK,Friesland,Active,Practical Education,43.0,1980s,,1982-01-01 to Present,1982-01-01,,H
02VJ06,D,VSTS,Stichting bijzonder voortgezet onderwijs Ubbo Emmius voor Lyc Havo Mavo Vbo,Boslaan 18.0 ,9591bj,18,53.03464899999999,7.0401653,9591BJ,ONSTWEDDE,Groningen,Active,Secondary Technical School,20.5,2000s,,2004-08-01 to Present,2004-08-01,,H
25CR,U,VOS,Bogerman Sgm V Lyc Havo Mavo Vbo Ivbo,Hemdijk 2.0 ,8601xh,2,53.0350607,5.648031,8601XH,SNEEK,Friesland,Active,Regular Secondary School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
02VJ06,D,VSTS,PC en RK SGM Ubbo Emmius SGM v Lyc Havo Mavo Vbo,Boslaan 32.0 ,9591bk,32,53.0354193,7.039719,9591BK,ONSTWEDDE,Groningen,Active,Secondary Technical School,20.5,2000s,,2004-08-01 to Present,2004-08-01,,H
16KP,U,VOS,Opb Sgm V Vwo Havo Mavo Lhno Ihno Lto Ito Texel,Haffelderweg 40.0 ,1791as,40,53.0508108,4.8002437,1791AS,DEN BURG,Noord-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
25CM08,D,VSTS,Christelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo Pro,Leidijk 42.0 D,8434nc,42,53.0555224,6.2755832,8434NC,WASKEMEER,Friesland,Active,Secondary Technical School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
25CM08,D,VSTS,Chr Sgm Liudger V Lyc Havo Mavo Vbo Ivbo,Willem Kroezestraat 6.0 ,8434nn,6,53.0558211,6.278902899999999,8434NN,WASKEMEER,Friesland,Active,Secondary Technical School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
25GB,U,VOS,Marne College voor Atheneum Havo Mavo Vbo Lwoo,Burg Praamsmalaan 31.0 ,8701ap,31,53.0577547,5.529044,8701AP,BOLSWARD,Friesland,Active,Regular Secondary School,29.5,1990s,,1995-08-01 to Present,1995-08-01,,H
20LO01,D,VSTS,Opb Sgm Dr Nassau Coll V Vwo Havo Mavo Vbo&Ivbo,Schoolstraat 1.0 ,9331av,1,53.0643124,6.4615557,9331AV,NORG,Drenthe,Active,Secondary Technical School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
25GB,U,VOS,Marne College voor Atheneum Havo Mavo Vbo Lwoo,Gysbert Japicxlaan 23.0 ,8701dt,23,53.0659247,5.518078099999999,8701DT,BOLSWARD,Friesland,Active,Regular Secondary School,29.5,1990s,,1995-08-01 to Present,1995-08-01,,H
25GB,U,VOS,Marne College voor Atheneum Havo Mavo Vbo Lwoo,Schoolstraat 1.0 ,8701dx,1,53.066834,5.518123,8701DX,BOLSWARD,Friesland,Active,Regular Secondary School,29.5,1990s,,1995-08-01 to Present,1995-08-01,,H
14FW05,D,VSTS,Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo,Burstumerdyk 5.0 ,9001zc,5,53.0889822,5.8257922,9001ZC,GROU,Friesland,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20ER01,D,VSTS,Zernike College voor Ath Havo Mavo Vbo,Julianalaan 2.0 ,9471ec,2,53.09211329999999,6.6764284,9471EC,ZUIDLAREN,Drenthe,Closed,Secondary Technical School,40.4,1980s,2020s,1983-08-01 to 2024-01-01,1983-08-01,2024-01-01,H
14FW05,D,VSTS,Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo,Stationsweg 33.0 ,9001ee,33,53.092926,5.8309522,9001EE,GROU,Friesland,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20ER01,D,VSTS,Zernike College voor Ath Havo Mavo Vbo,Julianalaan 78.0 ,9471ec,78,53.09465059999999,6.675229900000001,9471EC,ZUIDLAREN,Drenthe,Closed,Secondary Technical School,40.4,1980s,2020s,1983-08-01 to 2024-01-01,1983-08-01,2024-01-01,H
02UV03,D,VSTS,Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Eikesingel 62.0 ,9203nz,62,53.0960396,6.087901599999999,9203NZ,DRACHTEN,Friesland,Active,Secondary Technical School,67.4,1950s,,1957-09-01 to Present,1957-09-01,,H
04YE,U,VOS,Opb Sgm Singelland Voor Lyc Havo Mavo Vbo Ivbo,Burgemeester Wuiteweg 55.0 ,9203ka,55,53.1013978,6.0994769,9203KA,DRACHTEN,Friesland,Active,Regular Secondary School,41.5,1980s,,1983-08-01 to Present,1983-08-01,,H
02UV03,D,VSTS,Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,De Drift 38.0 ,9203gh,38,53.1027585,6.1009917,9203GH,DRACHTEN,Friesland,Active,Secondary Technical School,67.4,1950s,,1957-09-01 to Present,1957-09-01,,H
04YE07,D,VSTZ,Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo,De Stoeken 1.0 ,9202ls,1,53.1038809,6.1206388,9202LS,DRACHTEN,Friesland,Closed,Secondary Branch Location,3.0,2000s,2000s,2002-08-01 to 2005-08-01,2002-08-01,2005-08-01,H
16PI02,D,VSTZ,Openbare Scholengemeenschap Winkler Prins voor Atheneum Havo Mavo Vbo Lwoo,Jan Salwaplein 2.0 ,9641la,2,53.10388889999999,6.868555,9641LA,VEENDAM,Groningen,Active,Secondary Branch Location,24.5,2000s,,2000-08-01 to Present,2000-08-01,,H
25CM09,D,VSTZ,Christelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo,De Ring 2.0 ,9202nw,2,53.1039894,6.1215655,9202NW,DRACHTEN,Friesland,Closed,Secondary Branch Location,1.0,2000s,2000s,2000-08-01 to 2001-08-01,2000-08-01,2001-08-01,H
25CM10,D,VSTZ,Chr istelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo,De Ring 6.0 ,9202nw,6,53.1044322,6.1210814,9202NW,DRACHTEN,Friesland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,H
16PI,U,VOS,Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO,J.G. Pinksterstraat 26.0 ,9641ax,26,53.10476560000001,6.8721951,9641AX,VEENDAM,Groningen,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
25CM,U,VOS,Chr Sgm Liudger V Lyc Havo Mavo Vbo Ivbo,Splitting 63.0 ,9202ld,63,53.1050896,6.1193917,9202LD,DRACHTEN,Friesland,Active,Regular Secondary School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
10SM,U,PROS,Openbare Scholengemeenschap Smelne afdeling SVO De Venen,De Ring 4.0 ,9202nw,4,53.10511140000001,6.1212635,9202NW,DRACHTEN,Friesland,Closed,Practical Education,26.0,1970s,2000s,1978-08-01 to 2004-08-01,1978-08-01,2004-08-01,H
25CM,U,VOS,Christelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo Pro,Leerweg 2.0 ,9202lc,2,53.1062091,6.119525899999999,9202LC,DRACHTEN,Friesland,Active,Regular Secondary School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
20CM03,D,VSTS,Openbare Scholengemeenschap Dollard College voor Lyc Havo Mavo Vbo Ivbo,Dorpsplein 7.0 ,9695da,7,53.1067158,7.1510129,9695DA,BELLINGWOLDE,Groningen,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
02VJ02,D,VSTS,Ubbo Emmius Lyceum Chr Sgm V Lyc Havo Mavo Vbo,Ds. Petersenstraat 3.0 ,9641em,3,53.10942110000001,6.8745703,9641EM,VEENDAM,Groningen,Closed,Secondary Technical School,121.3,1900s,2020s,1900-01-01 to 2021-04-09,1900-01-01,2021-04-09,H
16PI,U,VOS,Gem Sgm Winkler Prins V Ath Havo En Mavo,Raadsgildenlaan 1.0 ,9646aa,1,53.110245,6.8691252,9646AA,VEENDAM,Groningen,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
25CR08,D,VSTS,Bogerman Sgm V Lyc Havo Mavo Vbo Ivbo,Walperterwei 8.0 ,8731cc,8,53.1103044,5.590091699999999,8731CC,WOMMELS,Friesland,Active,Secondary Technical School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
04YE,U,VOS,Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo,Van Haersmasingel 37.0 ,9201kn,37,53.1127945,6.100808,9201KN,DRACHTEN,Friesland,Active,Regular Secondary School,41.5,1980s,,1983-08-01 to Present,1983-08-01,,H
