NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,education_sector,institution_type,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,is_active,CODE_STAND_RECORD,location_type,function_type,education_type,temporal_status,years_of_operation
02NT,U,HBOS,higher,main,The Design Academy,Emmasingel 14.0 ,5611AZ,EINDHOVEN,Noord-Brabant,1954-05-24,,True,H,HBOS,U,University of Applied Sciences,Active,70.7
02NT,U,HBOS,higher,main,Design Academy Eindhoven,Emmasingel 14.0 ,5611AZ,EINDHOVEN,Noord-Brabant,1954-05-24,,True,H,HBOS,U,University of Applied Sciences,Active,70.7
02NT,U,HBOS,higher,main,Design Academy Eindhoven,Emmasingel 14.0 ,5611AZ,EINDHOVEN,Noord-Brabant,1954-05-24,,True,A,HBOS,U,University of Applied Sciences,Active,70.7
02NT00,D,LOC,higher,locations,Akd Industr Vormgeving,Elzentlaan 20.0 ,5611LN,EINDHOVEN,Noord-Brabant,1954-05-24,,True,H,LOC,D,Higher Education Location,Active,70.7
02NT00,D,LOC,higher,locations,Stichting The Design Academy,Elzentlaan 20.0 ,5611LN,EINDHOVEN,Noord-Brabant,1954-05-24,,True,H,LOC,D,Higher Education Location,Active,70.7
02NT00,D,LOC,higher,locations,Stichting The Design Academy,Emmasingel 14.0 ,5611AZ,EINDHOVEN,Noord-Brabant,1954-05-24,,True,H,LOC,D,Higher Education Location,Active,70.7
02NT00,D,LOC,higher,locations,Stichting Design Academy Eindhoven,Emmasingel 14.0 ,5611AZ,EINDHOVEN,Noord-Brabant,1954-05-24,,True,H,LOC,D,Higher Education Location,Active,70.7
02NT00,D,LOC,higher,locations,Design Academy Eindhoven,Emmasingel 14.0 ,5611AZ,EINDHOVEN,Noord-Brabant,1954-05-24,,True,A,LOC,D,Higher Education Location,Active,70.7
02NZ05,D,ILOC,higher,international,St. Ludgercollege,Spinbaan 20.0 ,7005AD,DOETINCHEM,Gelderland,1950-09-01,2006-08-01,False,H,ILOC,D,International Location,Historical,55.9
02NZ06,D,ILOC,higher,international,St. Ludgercollege,Holterhoek 2.0 ,7003DS,DOETINCHEM,Gelderland,1950-09-01,2006-08-01,False,H,ILOC,D,International Location,Historical,55.9
02NZ07,D,ILOC,higher,international,St. Ludgercollege,Holterweg 121.0 ,7001EK,DOETINCHEM,Gelderland,1950-09-01,2013-08-01,False,H,ILOC,D,International Location,Historical,62.9
02NZ07,D,ILOC,higher,international,Ludger College,Holterweg 121.0 ,7001EK,DOETINCHEM,Gelderland,1950-09-01,2013-08-01,False,H,ILOC,D,International Location,Historical,62.9
02NZ08,D,ILOC,higher,international,Metzo college,Zaagmolenpad 22.0 ,7008AJ,DOETINCHEM,Gelderland,1950-09-01,2008-08-01,False,H,ILOC,D,International Location,Historical,57.9
02OV00,D,LOC,higher,locations,Leidse Instrumentmakers School,Nieuwsteeg 18.0 ,2311SB,LEIDEN,Zuid-Holland,1900-01-01,,True,H,LOC,D,Higher Education Location,Active,125.1
02OV00,D,LOC,higher,locations,Leidse Instrumentmakers School,Einsteinweg 61.0 ,2333CC,LEIDEN,Zuid-Holland,1900-01-01,,True,H,LOC,D,Higher Education Location,Active,125.1
02OV00,D,LOC,higher,locations,Leidse Instrumentmakers School,Einsteinweg 61.0 ,2333CC,LEIDEN,Zuid-Holland,1900-01-01,,True,A,LOC,D,Higher Education Location,Active,125.1
02OV01,D,LOC,higher,locations,Lokatie NIEUWSTG,Nieuwsteeg 18.0 ,2311SB,LEIDEN,Zuid-Holland,1996-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,5.0
02OV02,D,LOC,higher,locations,Leidse Instrumentmakers School,  ,,,,1998-08-01,2019-07-25,False,H,LOC,D,Higher Education Location,Historical,21.0
02PA02,D,ILOC,higher,international,Locatie Dinteltstraat MBO,Dintelstraat 15.0 ,1078VN,AMSTERDAM,Noord-Holland,1900-01-01,,True,H,ILOC,D,International Location,Active,125.1
02PA02,D,ILOC,higher,international,Locatie Dinteltstraat MBO,Dintelstraat 15.0 ,1078VN,AMSTERDAM,Noord-Holland,1900-01-01,,True,A,ILOC,D,International Location,Active,125.1
02PA03,D,ILOC,higher,international,Locatie Dintelstraat VMBO,Dintelstraat 15.0 ,1078VN,AMSTERDAM,Noord-Holland,1900-01-01,2015-10-16,False,H,ILOC,D,International Location,Historical,115.8
02PA03,D,ILOC,higher,international,Mediacollege Amsterdam,Dintelstraat 15.0 ,1078VN,AMSTERDAM,Noord-Holland,1900-01-01,2015-10-16,False,H,ILOC,D,International Location,Historical,115.8
02PG00,D,LOC,higher,locations,Hout-En Meubileringscoll Mbo,Erasmuspad 10.0 ,3052KP,ROTTERDAM,Zuid-Holland,1900-01-01,,True,H,LOC,D,Higher Education Location,Active,125.1
02PG00,D,LOC,higher,locations,Hout en Meubileringscollege Mbo,Erasmuspad 10.0 ,3052KP,ROTTERDAM,Zuid-Holland,1900-01-01,,True,H,LOC,D,Higher Education Location,Active,125.1
02PG00,D,LOC,higher,locations,Hout en Meubileringscollege Mbo,Arlandaweg 173.0 ,1043HR,AMSTERDAM,Noord-Holland,1900-01-01,,True,H,LOC,D,Higher Education Location,Active,125.1
02PG00,D,LOC,higher,locations,Hout- en Meubileringscollege,Arlandaweg 173.0 ,1043HR,AMSTERDAM,Noord-Holland,1900-01-01,,True,H,LOC,D,Higher Education Location,Active,125.1
02PG00,D,LOC,higher,locations,Hout- en Meubileringscollege,Erasmuspad 10.0 ,3052KP,ROTTERDAM,Zuid-Holland,1900-01-01,,True,A,LOC,D,Higher Education Location,Active,125.1
02PG02,D,LOC,higher,locations,Lokatie ERASMUSPAD,Erasmuspad 10.0 ,3052KP,ROTTERDAM,Zuid-Holland,1996-08-01,2020-02-01,False,H,LOC,D,Higher Education Location,Historical,23.5
02PG02,D,LOC,higher,locations,Hout en Meubileringscollege Mbo,Erasmuspad 10.0 ,3052KP,ROTTERDAM,Zuid-Holland,1996-08-01,2020-02-01,False,H,LOC,D,Higher Education Location,Historical,23.5
02PG03,D,LOC,higher,locations,Lokatie V OLDENBARNEV STR,Van Oldenbarneveldtstr 56.0 ,1052KC,AMSTERDAM,Noord-Holland,1996-08-01,2020-02-01,False,H,LOC,D,Higher Education Location,Historical,23.5
02PG03,D,LOC,higher,locations,Hout en Meubileringscollege Mbo,Van Oldenbarneveldtstr 56.0 ,1052KC,AMSTERDAM,Noord-Holland,1996-08-01,2020-02-01,False,H,LOC,D,Higher Education Location,Historical,23.5
02PK00,D,LOC,higher,locations,Nimeto Alg Byz Sgm Voor Mbo Kmbo,Smijerslaan 2.0 ,3572LP,UTRECHT,Utrecht,1922-10-01,,True,H,LOC,D,Higher Education Location,Active,102.3
02PK00,D,LOC,higher,locations,Nimeto Algemen Bijzondere Scholengemeenschap voor Mbo Kmbo,Smijerslaan 2.0 ,3572LP,UTRECHT,Utrecht,1922-10-01,,True,A,LOC,D,Higher Education Location,Active,102.3
02PK01,D,LOC,higher,locations,Lokatie SMYERSLN,Smijerslaan 2.0 ,3572LP,UTRECHT,Utrecht,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
02PK02,D,LOC,higher,locations,Lokatie SMYERSLN,Smijerslaan 2.0 ,3572LP,UTRECHT,Utrecht,1996-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,5.0
02PN00,D,LOC,higher,locations,Christelijk Mbo Instituut voor Bescherm Afw en Presentatietechn,Zwartewaterallee 10.0 ,8031DX,ZWOLLE,Overijssel,1954-07-28,,True,H,LOC,D,Higher Education Location,Active,70.5
02PN00,D,LOC,higher,locations,C I B A P Christelijk MBO,Zwartewaterallee 10.0 ,8031DX,ZWOLLE,Overijssel,1954-07-28,,True,H,LOC,D,Higher Education Location,Active,70.5
02PN00,D,LOC,higher,locations,C I B A P Christelijk MBO,Nijverheidstraat 11.0 ,8031DZ,ZWOLLE,Overijssel,1954-07-28,,True,A,LOC,D,Higher Education Location,Active,70.5
02PN01,D,LOC,higher,locations,Lokatie ZWARTEWATERALLEE,Zwartewaterallee 10.0 ,8031DX,ZWOLLE,Overijssel,1996-08-01,2013-05-01,False,A,LOC,D,Higher Education Location,Historical,16.7
02PN02,D,LOC,higher,locations,Lokatie ZWARTEWATERALLEE,Zwartewaterallee 10.0 ,8031DX,ZWOLLE,Overijssel,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
02PN02,D,LOC,higher,locations,Lokatie ESDOORNSTR,Esdoornstraat 3.0 ,8021WB,ZWOLLE,Overijssel,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
02PQ08,D,ILOC,higher,international,Rentray Suringarschool,Van Ouwenallerlaan 6.0 ,7157AZ,REKKEN,Gelderland,1900-01-01,2006-08-01,False,H,ILOC,D,International Location,Historical,106.6
02PQ09,D,ILOC,higher,international,Trajectklas Etty Hillesum College,Prinses Beatrixstraat 5.0 -7,7415HM,DEVENTER,Overijssel,1900-01-01,2006-08-01,False,H,ILOC,D,International Location,Historical,106.6
02PQ10,D,ILOC,higher,international,trajectklas Etty Hillesum College,Prinses Beatrixstraat 5.0 -7,7415HM,DEVENTER,Overijssel,1900-01-01,2006-08-01,False,H,ILOC,D,International Location,Historical,106.6
02PQ11,D,ILOC,higher,international,trajectklas Etty Hillesum College,Prinses Beatrixstraat 5.0 -7,7415HM,DEVENTER,Overijssel,1900-01-01,2006-08-01,False,H,ILOC,D,International Location,Historical,106.6
02PQ12,D,ILOC,higher,international,trajectklas Sprengeloo,Kanaal Noord 130.0 ,7322AB,APELDOORN,Gelderland,1900-01-01,2006-06-01,False,H,ILOC,D,International Location,Historical,106.4
02QB00,D,LOC,higher,locations,Stichting Regionale Organisatie voor het Leerlingwezen in Zuid Noord,Burgemeester Elsenlaan 241.0 ,2282NE,RIJSWIJK ZH,Zuid-Holland,1900-01-01,2000-01-01,False,H,LOC,D,Higher Education Location,Historical,100.0
02QN03,D,ILOC,higher,international,"R.K S.G. Marianum, Slash 21",De Rode Van Heeckerenstr 2.0 ,7131ER,LICHTENVOORDE,Gelderland,1900-01-01,2008-01-01,False,H,ILOC,D,International Location,Historical,108.0
02QV01,D,ILOC,higher,international,Mytyl en Tytyl school Ulingshof MG,Ulingshofweg 26.0 ,5915PM,VENLO,Limburg,1900-01-01,2009-01-01,False,H,ILOC,D,International Location,Historical,109.0
02RF02,D,ILOC,higher,international,Berg en Bosch-school VSO,Professor Bronkhorstlaan 22.0 ,3723MB,BILTHOVEN,Utrecht,1900-01-01,2016-01-01,False,H,ILOC,D,International Location,Historical,116.0
02RF02,D,ILOC,higher,international,Berg en Boschschool ‘De Kruisboog’,Professor Bronkhorstlaan 22.0 ,3723MB,BILTHOVEN,Utrecht,1900-01-01,2016-01-01,False,H,ILOC,D,International Location,Historical,116.0
02RF02,D,ILOC,higher,international,Berg en Boschschool ‘De Kruisboog’,Kruisboog 30.0 ,3994AE,HOUTEN,Utrecht,1900-01-01,2016-01-01,False,H,ILOC,D,International Location,Historical,116.0
02RF02,D,ILOC,higher,international,Berg en Boschschool ‘De Kruisboog’,Hefbrug 9.0 ,3991LB,HOUTEN,Utrecht,1900-01-01,2016-01-01,False,H,ILOC,D,International Location,Historical,116.0
02RF02,D,ILOC,higher,international,De Boog,Handboog 4.0 ,3994AD,HOUTEN,Utrecht,1900-01-01,2016-01-01,False,H,ILOC,D,International Location,Historical,116.0
02RF02,D,ILOC,higher,international,"Berg en Boschschool, MKD De Molenhorst",Handboog 4.0 ,3994AD,HOUTEN,Utrecht,1900-01-01,2016-01-01,False,H,ILOC,D,International Location,Historical,116.0
02RH03,D,ILOC,higher,international,"De Berkenhof, voor SO/VSO-LZ/MG, locatie De Singel",Adriaan van Bergenstraat 428.0 ,4811SZ,BREDA,Noord-Brabant,1954-02-18,2015-08-01,False,H,ILOC,D,International Location,Historical,61.4
02RH03,D,ILOC,higher,international,De Singel,Adriaan van Bergenstraat 428.0 ,4811SZ,BREDA,Noord-Brabant,1954-02-18,2015-08-01,False,H,ILOC,D,International Location,Historical,61.4
02RH04,D,ILOC,higher,international,"De Berkenhof, voor SO/VSO-LZ/MG, lc Het Berkenhofcollege-Raaimoeren",Raaimoeren 17.0 ,4824KA,BREDA,Noord-Brabant,1954-02-18,2013-08-01,False,H,ILOC,D,International Location,Historical,59.4
02RH04,D,ILOC,higher,international,"De Berkenhof, voor SO/VSO-LZ/MG, lc De Berkenhof-Het Kristal",Raaimoeren 17.0 ,4824KA,BREDA,Noord-Brabant,1954-02-18,2013-08-01,False,H,ILOC,D,International Location,Historical,59.4
02RH04,D,ILOC,higher,international,Het Kristal,Raaimoeren 17.0 ,4824KA,BREDA,Noord-Brabant,1954-02-18,2013-08-01,False,H,ILOC,D,International Location,Historical,59.4
02RH05,D,ILOC,higher,international,"De Berkenhof voor SO/VSO-LZ/MG, lc De Berkenhofcollege-Brederostraat",Brederostraat 35.0 ,4819HG,BREDA,Noord-Brabant,1954-02-18,2015-08-01,False,H,ILOC,D,International Location,Historical,61.4
02RH05,D,ILOC,higher,international,"Het Brederocollege, vestiging Brederostraat",Brederostraat 35.0 ,4819HG,BREDA,Noord-Brabant,1954-02-18,2015-08-01,False,H,ILOC,D,International Location,Historical,61.4
02RH06,D,ILOC,higher,international,De Berkenhofcollege -Twikkelstraat,Twikkelstraat 61.0 ,4834LL,BREDA,Noord-Brabant,2007-03-01,2012-08-01,False,H,ILOC,D,International Location,Historical,5.4
02RH06,D,ILOC,higher,international,Het Berkenhofcollege-Twikkelstraat,Twikkelstraat 61.0 ,4834LL,BREDA,Noord-Brabant,2007-03-01,2012-08-01,False,H,ILOC,D,International Location,Historical,5.4
02RH06,D,ILOC,higher,international,Het Teslacollege,Twikkelstraat 61.0 ,4834LL,BREDA,Noord-Brabant,2007-03-01,2012-08-01,False,H,ILOC,D,International Location,Historical,5.4
02RH06,D,ILOC,higher,international,"Het Brederocollege, vestiging Jacob Catssingel",Jacob Catssingel 10.0 ,4819HC,BREDA,Noord-Brabant,2007-03-01,2012-08-01,False,H,ILOC,D,International Location,Historical,5.4
02RH07,D,ILOC,higher,international,"Het Koperakkercollege, vestiging Reigerslaan",Reigerlaan 72.0 ,4661AE,HALSTEREN,Noord-Brabant,2008-01-01,2010-01-01,False,H,ILOC,D,International Location,Historical,2.0
02RH07,D,ILOC,higher,international,"Het Koperakkercollege, vestiging Reigerlaan",Reigerlaan 72.0 ,4661AE,HALSTEREN,Noord-Brabant,2008-01-01,2010-01-01,False,H,ILOC,D,International Location,Historical,2.0
02RH07,D,ILOC,higher,international,"Het Aventurijncollege, vestiging Reigerlaan",Reigerlaan 72.0 ,4661AE,HALSTEREN,Noord-Brabant,2008-01-01,2010-01-01,False,H,ILOC,D,International Location,Historical,2.0
02RH07,D,ILOC,higher,international,"Het Aventurijncollege, vestiging Halsteren",Reigerlaan 72.0 ,4661AE,HALSTEREN,Noord-Brabant,2008-01-01,2010-01-01,False,H,ILOC,D,International Location,Historical,2.0
02RH08,D,ILOC,higher,international,De Berkenhof School voor Speciaal Onderwijs,Galderseweg 87.0 ,4836AD,BREDA,Noord-Brabant,2009-01-01,2011-01-01,False,H,ILOC,D,International Location,Historical,2.0
02RH08,D,ILOC,higher,international,De Berkenhof School voor Speciaal Onderwijs,Nansenweg 17.0 ,4812CH,BREDA,Noord-Brabant,2009-01-01,2011-01-01,False,H,ILOC,D,International Location,Historical,2.0
02RH08,D,ILOC,higher,international,"Het Brederocollege, vestiging Nansenweg",Nansenweg 17.0 ,4812CH,BREDA,Noord-Brabant,2009-01-01,2011-01-01,False,H,ILOC,D,International Location,Historical,2.0
02RH09,D,ILOC,higher,international,"De Berkenhof, locatie Kliniekschool",Galderseweg 87.0 ,4836AD,BREDA,Noord-Brabant,2009-02-01,2015-08-01,False,H,ILOC,D,International Location,Historical,6.5
02RH09,D,ILOC,higher,international,De Kei,Galderseweg 87.0 ,4836AD,BREDA,Noord-Brabant,2009-02-01,2015-08-01,False,H,ILOC,D,International Location,Historical,6.5
02RH09,D,ILOC,higher,international,De Kei,Poolseweg 190.0 ,4818CG,BREDA,Noord-Brabant,2009-02-01,2015-08-01,False,H,ILOC,D,International Location,Historical,6.5
02RH10,D,ILOC,higher,international,Het Aventurijncolle,Guido Gezellelaan 20.0 ,4624GM,BERGEN OP ZOOM,Noord-Brabant,2009-08-01,2011-01-01,False,H,ILOC,D,International Location,Historical,1.4
02RH10,D,ILOC,higher,international,"Het Aventurijncollege, vestiging Bergen op Zoom",Guido Gezellelaan 20.0 ,4624GM,BERGEN OP ZOOM,Noord-Brabant,2009-08-01,2011-01-01,False,H,ILOC,D,International Location,Historical,1.4
02RH11,D,ILOC,higher,international,Het Berkenhofcollege (V) SO,Bakkersbergweg 7.0 ,4706PD,ROOSENDAAL,Noord-Brabant,2012-08-01,2014-01-01,False,H,ILOC,D,International Location,Historical,1.4
02RH11,D,ILOC,higher,international,"De Fakkel, MKD De Stegel",Bakkersbergweg 7.0 ,4706PD,ROOSENDAAL,Noord-Brabant,2012-08-01,2014-01-01,False,H,ILOC,D,International Location,Historical,1.4
02RI01,D,ILOC,higher,international,"Sint Maarten, SBO locatie Adriaan v. Bergenstr",Adriaan van Bergenstraat 428.0 ,4811SZ,BREDA,Noord-Brabant,1968-08-01,2000-08-01,False,H,ILOC,D,International Location,Historical,32.0
02RJ02,D,ILOC,higher,international,"De Spreekhoorn, Groene Woud",Groene Woud 2.0 ,4834BC,BREDA,Noord-Brabant,1958-09-01,2001-05-01,False,H,ILOC,D,International Location,Historical,42.7
02RJ03,D,ILOC,higher,international,"De Spreekhoorn, dependance Talmastraat",Talmastraat 1.0 ,4812KA,BREDA,Noord-Brabant,1958-09-01,2006-04-01,False,H,ILOC,D,International Location,Historical,47.6
02RJ04,D,ILOC,higher,international,"De Spreekhoorn, dependance Nansenweg",Nansenweg 17.0 ,4812CH,BREDA,Noord-Brabant,1958-09-01,2010-08-01,False,H,ILOC,D,International Location,Historical,51.9
02RJ05,D,ILOC,higher,international,"De Spreekhoorn, Tilburg",Visitandinenstraat 3.0 ,5042CS,TILBURG,Noord-Brabant,1958-09-01,2007-06-01,False,H,ILOC,D,International Location,Historical,48.7
02RO01,D,ILOC,higher,international,De Kom - VSO,Pa Hoeklaan 2.0 ,6651TG,DRUTEN,Gelderland,1900-01-01,2012-08-01,False,H,ILOC,D,International Location,Historical,112.6
02RV01,D,ILOC,higher,international,Mikado - VSO,Stiemensweg 175.0 ,6591MD,GENNEP,Limburg,1900-01-01,2011-01-01,False,H,ILOC,D,International Location,Historical,111.0
02SH01,D,ILOC,higher,international,SBO-school De Toermalijn (De Wieken),St. Willibrordstraat 10.0 ,5701TA,HELMOND,Noord-Brabant,1900-01-01,2006-08-01,False,H,ILOC,D,International Location,Historical,106.6
02SO01,D,ILOC,higher,international,SBO Zeestroom,Hoogstraat 58.0 a,2211GM,NOORDWIJKERHOUT,Zuid-Holland,2008-08-01,2012-08-01,False,H,ILOC,D,International Location,Historical,4.0
02SO01,D,ILOC,higher,international,SBO De Zeestroom,Hoogstraat 58.0 a,2211GM,NOORDWIJKERHOUT,Zuid-Holland,2008-08-01,2012-08-01,False,H,ILOC,D,International Location,Historical,4.0
02UV11,D,ILOC,higher,international,Gomarus College (vervallen),Plataanstraat 1.0 ,8924CR,LEEUWARDEN,Friesland,1957-09-01,2000-01-20,False,H,ILOC,D,International Location,Historical,42.4
02UV12,D,ILOC,higher,international,Gomarus College VMBO,Vondelpad 2.0 ,9721LX,GRONINGEN,Groningen,1957-09-01,2011-08-01,False,H,ILOC,D,International Location,Historical,53.9
02UV13,D,ILOC,higher,international,Gomarus College (vervallen),Van Imhoffstraat 10.0 ,9721CP,GRONINGEN,Groningen,1957-09-01,2003-09-01,False,H,ILOC,D,International Location,Historical,46.0
02UV14,D,ILOC,higher,international,Gomarus College Centrale Directie,Vondelpad 6.0 ,9721LX,GRONINGEN,Groningen,1957-09-01,2013-08-01,False,H,ILOC,D,International Location,Historical,55.9
02UV14,D,ILOC,higher,international,Gomarus College Centrale Directie,Lavendelweg 7.0 ,9731HR,GRONINGEN,Groningen,1957-09-01,2013-08-01,False,H,ILOC,D,International Location,Historical,55.9
02UV15,D,ILOC,higher,international,Gomarus College Onderbouw Vondelpad,Vondelpad 3.0 ,9721LX,GRONINGEN,Groningen,1957-09-01,2011-08-01,False,H,ILOC,D,International Location,Historical,53.9
02UV16,D,ILOC,higher,international,Gomarus College Dependance Assen,Ir. J.W. Albardastraat 1.0 ,9402CJ,ASSEN,Drenthe,1957-09-01,2009-05-26,False,H,ILOC,D,International Location,Historical,51.7
02UX09,D,ILOC,higher,international,Chr. SG Vechtdal College (VMBO),Burg Schuitestraat 3.0 ,7772BS,HARDENBERG,Overijssel,1900-01-01,2008-08-01,False,H,ILOC,D,International Location,Historical,108.6
02VB11,D,ILOC,higher,international,Ichthus College - College van Bestuur,Neringstraat 1.0 ,8263BG,KAMPEN,Overijssel,1900-01-01,2008-08-15,False,H,ILOC,D,International Location,Historical,108.6
02VB12,D,ILOC,higher,international,Ichthus College - afdeling groen,Spoorkade 25.0 ,8267AA,KAMPEN,Overijssel,1900-01-01,2008-08-15,False,H,ILOC,D,International Location,Historical,108.6
02VB13,D,ILOC,higher,international,Ichthus College - bavo 1+2,Jan Ligthartstraat 5.0 ,8265CJ,KAMPEN,Overijssel,1900-01-01,2008-08-15,False,H,ILOC,D,International Location,Historical,108.6
02VB14,D,ILOC,higher,international,Ichthus College Pro,Noordweg 92.0 ,8262BW,KAMPEN,Overijssel,1900-01-01,2008-08-15,False,H,ILOC,D,International Location,Historical,108.6
02VB15,D,ILOC,higher,international,Ichthus College Pro,Noordweg 92.0 ,8262BW,KAMPEN,Overijssel,1900-01-01,2005-11-15,False,H,ILOC,D,International Location,Historical,105.9
02VC06,D,ILOC,higher,international,"CSG Comenius, centrale directie",Oostergoweg 1.0 c,8911MA,LEEUWARDEN,Friesland,1900-01-01,2013-08-01,False,H,ILOC,D,International Location,Historical,113.6
02VC06,D,ILOC,higher,international,"CSG Comenius, centrale directie",Robert Kochstraat 6.0 ,8921VX,LEEUWARDEN,Friesland,1900-01-01,2013-08-01,False,H,ILOC,D,International Location,Historical,113.6
02VC07,D,ILOC,higher,international,CSG Comenius afd. Praktijkonderwijs,Schieringerweg 30.0 ,8924CW,LEEUWARDEN,Friesland,1900-01-01,2003-09-10,False,H,ILOC,D,International Location,Historical,103.7
02VD06,D,ILOC,higher,international,"centrale directie Visser 't Hooft Lyceum,",Burggravenlaan 11.0 ,2313HM,LEIDEN,Zuid-Holland,1900-01-01,2008-01-01,False,H,ILOC,D,International Location,Historical,108.0
02VE01,D,ILOC,higher,international,"Nijmeegse Sgm Groenewoud, brugklasgebouw",Schlatmaeckerstraat 10.0 ,6525DH,NIJMEGEN,Gelderland,1900-01-01,2013-08-01,False,H,ILOC,D,International Location,Historical,113.6
02VG19,D,ILOC,higher,international,"Unie Noord, Theater havo/vwo",Pieter de Hoochweg 222.0 ,3024BJ,ROTTERDAM,Zuid-Holland,1900-01-01,2013-08-01,False,H,ILOC,D,International Location,Historical,113.6
02VG20,D,ILOC,higher,international,Unie Noord,2e Hogenbanweg 111.0 ,3042AX,ROTTERDAM,Zuid-Holland,1900-01-01,2004-08-01,False,H,ILOC,D,International Location,Historical,104.6
02VG23,D,ILOC,higher,international,Rebound LMC OOVR,Jufferstraat 23.0 ,3011XL,ROTTERDAM,Zuid-Holland,2007-08-01,,True,H,ILOC,D,International Location,Active,17.5
02VG23,D,ILOC,higher,international,Rebound LMC OOVR,Jufferstraat 23.0 ,3011XL,ROTTERDAM,Zuid-Holland,2007-08-01,,True,A,ILOC,D,International Location,Active,17.5
02VH00,D,LOC,higher,locations,AVONDLYC HAVO MAVO,Ganzerikplein 13.0 ,3053EA,ROTTERDAM,Zuid-Holland,1900-01-01,1997-08-01,False,H,LOC,D,Higher Education Location,Historical,97.6
02VH01,D,LOC,higher,locations,Lokatie GANZERIKPLN,Ganzerikplein 13.0 ,3053EA,ROTTERDAM,Zuid-Holland,1996-08-01,1997-08-01,False,H,LOC,D,Higher Education Location,Historical,1.0
02VN05,D,ILOC,higher,international,"RSG Het Rhedens, Centr.Directie/Administr.",Imboslaan 61.0 ,6951KA,DIEREN,Gelderland,1955-09-01,2003-08-01,False,H,ILOC,D,International Location,Historical,47.9
02VN06,D,ILOC,higher,international,"RSG Het Rhedens, locatie Doesburg",Burg Flugi v Aspermontln 1.0 ,6981AN,DOESBURG,Gelderland,1955-09-01,2003-08-01,False,H,ILOC,D,International Location,Historical,47.9
