NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF
23TE,U,BAS,OBS De Carrousel,Stationsstraat 2.0 ,6372GS,LANDGRAAF,Limburg,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23TJ,U,BAS,Rooms Katholieke Basisschool Rozenbeek,Floraronde 289.0 ,1991LB,VELSERBROEK,Noord-Holland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23TM,U,BAS,3e van de Huchtschool voor Basisonderwijs,Valeriaanstraat 169.0 A,3765EN,SOEST,Utrecht,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23TN,U,BAS,Obs Ranonkel,Kanaalstraat 14.0 ,5711EJ,SOMEREN,Noord-Brabant,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23TN,U,BAS,Openbare Basisschool Ranonkel,Dommel 20.0 ,5711KT,SOMEREN,Noord-Brabant,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23TP,U,BAS,Byz Bs Uilenspiegel,Parkweg 10.0 ,5427AL,BOEKEL,Noord-Brabant,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23TT,U,BAS,Gereformeerde Basisschool,Van Nesstraat 8.0 ,2404AV,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23UC,U,BAS,Ichthusschool,Cornelis van Ramshorstln 3.0 ,3863AZ,NIJKERK,Gelderland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23UH,U,BAS,Rooms Katholieke Basisschool de Opstap,Heemradenlaan 30.0 -32,3401GX,IJSSELSTEIN,Utrecht,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23UN,U,BAS,School Op Alg Byz Grondslag,Salamanderveen 352.0 ,3205TG,SPIJKENISSE,Zuid-Holland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23UP,U,BAS,Shri Saraswatie School,Schiedamseweg 282.0 ,3025AS,ROTTERDAM,Zuid-Holland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23UT,U,BAS,Gereformeerde Basisschool,Holkenkamp 72.0 ,8321AX,URK,Flevoland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23UT,U,BAS,Gereformeerde Basisschool,Almerelaan 18.0 ,8321JB,URK,Flevoland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23UW,U,BAS,Basisschool Bilal,Miereveldstraat 72.0 ,3817RP,AMERSFOORT,Utrecht,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23UX,U,BAS,Ds Petrus van de Veldenschool,Mattenbies 2.0 ,2957RJ,NIEUW-LEKKERLAND,Zuid-Holland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23UY,U,BAS,El Furkan Basisschool,Eduard van Beinumlaan 61.0 ,3122TK,SCHIEDAM,Zuid-Holland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23VF,U,BAS,Islamitische Basisschool Salah Eddin El Ayyoubi,Venuslaan 29.0 ,5702GA,HELMOND,Noord-Brabant,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23VG,U,BAS,Montessorisch Hoogeveen,Leliestraat 2.0 ,7906PC,HOOGEVEEN,Drenthe,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23VG,U,BAS,Montessorisch Hoogeveen,De Karn 5.0 ,7908NX,HOOGEVEEN,Drenthe,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23VH,U,BAS,Islamitische Basisschool An Noer,Diamantstraat 37.0 -39,2403AS,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23VH,U,BAS,Islamitische Basisschool An Noer,Marsdiep 1.0 -3A,2401XA,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23VH,U,BAS,Islamitische Basisschool An Noer,Polluxstraat 2.0 ,2402BT,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23VR,U,SPEC,Dokter Herman Bekiusschool van Langdurige Zieke Kinderen,Karveel 3901.0 ,8231DN,LELYSTAD,Flevoland,Active,Special Education,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23VR,U,SPEC,Dokter Herman Bekiusschool van Langdurige Zieke Kinderen,Zuigerplasdreef 202.0 ,8223EX,LELYSTAD,Flevoland,Active,Special Education,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23VU,U,BAS,De Ieme,Lavasveld 32.0 ,5467KR,VEGHEL,Noord-Brabant,Active,Regular Primary School,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23WK,U,SBAS,Het Baken Geref School voor SO MLK,Kamerlingh Onnesstraat 1.0 -3,3817JR,AMERSFOORT,Utrecht,Active,Special Primary Education,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23WK,U,SBAS,Geref School voor Speciaal Basisonderwijs Het Baken,James Cookstraat 10.0 ,3814XD,AMERSFOORT,Utrecht,Active,Special Primary Education,34.6,1990s,,1990-06-01 to Present,1990-06-01,
23ER,U,BAS,Openbare Basisschool de Vedelaar,Billie Holidaystraat 17.0 ,1311PN,ALMERE,Flevoland,Closed,Regular Primary School,25.5,1990s,2010s,1990-02-01 to 2015-08-01,1990-02-01,2015-08-01
23NV,U,SBAS,Pc Sch V Lom E Vso/Lom De Boei,Salland 2.0 A,9405GM,ASSEN,Drenthe,Active,Special Primary Education,35.0,1990s,,1990-02-01 to Present,1990-02-01,
23NV,U,SBAS,PC School voor Speciaal Basisonderwijs De Boei,Uranusstraat 21.0 ,9405PK,ASSEN,Drenthe,Active,Special Primary Education,35.0,1990s,,1990-02-01 to Present,1990-02-01,
23NV,U,SBAS,PC School voor Speciaal Basisonderwijs De Boei,Wethouder Bergerweg 2.0 a,9406XP,ASSEN,Drenthe,Active,Special Primary Education,35.0,1990s,,1990-02-01 to Present,1990-02-01,
23TR00,D,VST,Ondernemerscollege Kennemerland,Briandlaan 1.0 ,2037XE,HAARLEM,Noord-Holland,Closed,Primary Branch Location,10.1,1990s,2000s,1990-01-01 to 2000-02-23,1990-01-01,2000-02-23
23HF,U,BAS,Basisschool de Timp Jenaplan-School,Walcherenstraat 5.0 ,6922DB,DUIVEN,Gelderland,Closed,Regular Primary School,23.6,1990s,2010s,1990-01-01 to 2013-08-01,1990-01-01,2013-08-01
23EU,U,BAS,Openbare Basisschool Bommelstein,Markiezenhofstraat 62.0 ,1333TS,ALMERE,Flevoland,Active,Regular Primary School,35.1,1990s,,1990-01-01 to Present,1990-01-01,
23HE,U,BAS,Opbenbare Basisschool het Klokhuis,Walcherenstraat 7.0 ,6922DB,DUIVEN,Gelderland,Active,Regular Primary School,35.1,1990s,,1990-01-01 to Present,1990-01-01,
23JH,U,BAS,Openbare Basisschool de Cocon,Pater Schiphorststraat 1.0 -3,1827NJ,ALKMAAR,Noord-Holland,Active,Regular Primary School,35.1,1990s,,1990-01-01 to Present,1990-01-01,
23JH,U,BAS,Openbare Basisschool de Cocon,Pater Schiphorststraat 1.0 ,1827NJ,ALKMAAR,Noord-Holland,Active,Regular Primary School,35.1,1990s,,1990-01-01 to Present,1990-01-01,
23KC,U,SBAS,De Witte Raven,Van Duivenvoordestraat 6.0 ,1701CA,HEERHUGOWAARD,Noord-Holland,Closed,Special Primary Education,23.7,1980s,2010s,1989-12-01 to 2013-08-01,1989-12-01,2013-08-01
23JU,U,SPEC,School voor Speciaal en Voortgezet Speciaal Onderwijs de Boschkens,Doctor Keyzerlaan 5.0 ,5051PB,GOIRLE,Noord-Brabant,Active,Special Education,35.4,1980s,,1989-09-01 to Present,1989-09-01,
23JU,U,SPEC,School voor Speciaal en Voortgezet Speciaal Onderwijs de Boschkens,Doctor Keyzerlaan 23.0 ,5051PB,GOIRLE,Noord-Brabant,Active,Special Education,35.4,1980s,,1989-09-01 to Present,1989-09-01,
23BN,U,BAS,OBS MERLYN,Blauwe Hoek 4.0 ,6686AE,DOORNENBURG,Gelderland,Closed,Regular Primary School,8.0,1980s,1990s,1989-08-01 to 1997-08-01,1989-08-01,1997-08-01
23DA,U,BAS,OBS DE VLIEGER,Wachtendonkstraat 83.0 ,6367VG,VOERENDAAL,Limburg,Closed,Regular Primary School,8.0,1980s,1990s,1989-08-01 to 1997-08-01,1989-08-01,1997-08-01
23GX,U,BAS,MIMAR SINAN,Soembawastraat 77.0 ,1095VZ,AMSTERDAM,Noord-Holland,Closed,Regular Primary School,8.0,1980s,1990s,1989-08-01 to 1997-08-01,1989-08-01,1997-08-01
23EW01,D,VST,Opb Basisschool 't Palet Lokatie Tienhoven,Ds. Ulferslaan 27.0 ,3612BH,TIENHOVEN,Utrecht,Closed,Primary Branch Location,17.0,1980s,2000s,1989-08-01 to 2006-08-01,1989-08-01,2006-08-01
23FZ,U,BAS,Basisschool de Klimboom,Kloosterstraat 66.0 ,6369AE,SIMPELVELD,Limburg,Closed,Regular Primary School,17.0,1980s,2000s,1989-08-01 to 2006-08-01,1989-08-01,2006-08-01
23GB,U,BAS,Algemeen Bijzonder Jenaplanschool de Bernebrege,Veluwelaan 45.0 ,8443AJ,HEERENVEEN,Friesland,Closed,Regular Primary School,17.0,1980s,2000s,1989-08-01 to 2006-08-01,1989-08-01,2006-08-01
23FY01,D,VST,Frederik Hendrik College voor ATH HAVO MAVO VBO LWOO,Niels Bohrstraat 1.0 ,5223AZ,'S-HERTOGENBOSCH,Noord-Brabant,Closed,Primary Branch Location,19.0,1980s,2000s,1989-08-01 to 2008-08-01,1989-08-01,2008-08-01
23BR,U,BAS,Openbare Basisschool De Wingerd,Langvennen-Zuid 125.0 ,5063CA,OISTERWIJK,Noord-Brabant,Closed,Regular Primary School,21.0,1980s,2010s,1989-08-01 to 2010-08-01,1989-08-01,2010-08-01
23BT01,D,VST,De Viersprong,J.J.A. Goeverneurlaan 1.0 ,3871EJ,HOEVELAKEN,Gelderland,Closed,Primary Branch Location,23.0,1980s,2010s,1989-08-01 to 2012-08-01,1989-08-01,2012-08-01
23DW,U,BAS,Huibeven,Giekerkstraat 45.0 ,5043MX,TILBURG,Noord-Brabant,Closed,Regular Primary School,30.0,1980s,2010s,1989-08-01 to 2019-08-01,1989-08-01,2019-08-01
23DW,U,BAS,Jan Ligthartschool Huibeven,Glimmenstraat 7.0 ,5043MZ,TILBURG,Noord-Brabant,Closed,Regular Primary School,30.0,1980s,2010s,1989-08-01 to 2019-08-01,1989-08-01,2019-08-01
23CA,U,BAS,Rooms Katholieke Basisschool De Molenhoek,Postelein 2.0 ,5063EA,OISTERWIJK,Noord-Brabant,Closed,Regular Primary School,32.0,1980s,2020s,1989-08-01 to 2021-08-01,1989-08-01,2021-08-01
23FM,U,BAS,De Hoge Hof,Hoge Hof 2.0 A,4013NL,KAPEL AVEZAATH,Gelderland,Closed,Regular Primary School,32.0,1980s,2020s,1989-08-01 to 2021-08-01,1989-08-01,2021-08-01
23EM,U,BAS,Oecumenische Basisschool de Duif,Schouw 30.0 ,1113HZ,DIEMEN,Noord-Holland,Closed,Regular Primary School,33.0,1980s,2020s,1989-08-01 to 2022-08-01,1989-08-01,2022-08-01
23EM,U,BAS,Oecumenische Basisschool de Duif,Vogelweg 4.0 ,1111WD,DIEMEN,Noord-Holland,Closed,Regular Primary School,33.0,1980s,2020s,1989-08-01 to 2022-08-01,1989-08-01,2022-08-01
22JV,U,BAS,Rooms Katholieke Basisschool Erasmus,J.M.P.de Biestraat 2.0 -4,1827PA,ALKMAAR,Noord-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23BP,U,BAS,Obs Flevosprong,De Barrage 2.0 ,8252GW,DRONTEN,Flevoland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23BT,U,BAS,Obs Corlaer,Cornelis van Ramshorstln 1.0 ,3863AZ,NIJKERK,Gelderland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23BU,U,BAS,Openbare Basisschool Binnenstad,Begijnenstraat 11.0 ,6211JR,MAASTRICHT,Limburg,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23BW,U,BAS,Openbare Basisschool De Rietpluim,Van Duynhovenlaan 15.0 ,5673AP,NUENEN,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23BW,U,BAS,Openbare Basisschool De Rietpluim,Ouwlandsedijk 27.0 ,5673PS,NUENEN,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23BX,U,BAS,Openbare Basisschool De Speurneus,Haaselt 3.0 ,6374NJ,LANDGRAAF,Limburg,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23BZ,U,BAS,De Zonnewijzer,De Barrage 4.0 ,8252GW,DRONTEN,Flevoland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23BZ,U,BAS,De Zonnewijzer,De Barrage 14.0 ,8252GW,DRONTEN,Flevoland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CB,U,BAS,Daltonschool,Berkenlaan 82.0 ,3241BC,MIDDELHARNIS,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CB,U,BAS,Daltonschool,Kastanjelaan 3.0 ,3241BH,MIDDELHARNIS,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CC,U,BAS,Protestants Christelijk Basisonderwijs De Regenboog,Albertine Kehrerstraat 7.0 ,4207MV,GORINCHEM,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CD,U,BAS,Chr Bso De Fontein,Mr J M de Kempenaersngl 2.0 ,6836MH,ARNHEM,Gelderland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CD,U,BAS,Christelijke Basischool Het Klinket,Mr J M de Kempenaersngl 4.0 a,6836MH,ARNHEM,Gelderland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CG,U,BAS,Obs De Bienekebolders,Prinses Margrietstraat 1.0 ,5066BA,MOERGESTEL,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CG,U,BAS,Obs De Bienekebolders,Bosstraat 1.0 ,5066EB,MOERGESTEL,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CG,U,BAS,Openbare Basisschool De Bienekebolders,Kloosterlaan 26.0 ,5066AN,MOERGESTEL,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CH,U,BAS,Protestants Christelijke Basisonderwijs De Bron,Frankenskamp 4.0 ,3848DE,HARDERWIJK,Gelderland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CJ,U,BAS,Openbare Basisschool De Springdonk,Schoutlaan 2.0 ,6114MC,SUSTEREN,Limburg,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CK,U,BAS,De Maasoever,Emmy Belinfantestraat 1.0 ,3207HA,SPIJKENISSE,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CM,U,BAS,Lavoor,Hoveniersberg 37.0 ,4708HD,ROOSENDAAL,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CN,U,BAS,Openbare Basisschool aan de Roer,Hammerveldlaan 2.0 ,6041VV,ROERMOND,Limburg,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CR,U,BAS,Protestants Christelijke School Het Anker,M Rutgers-Hoitsemastr 4.0 ,3207EJ,SPIJKENISSE,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CT,U,BAS,Montessori Basisschool Rhenen,Lijsterberg 75.0 ,3911DJ,RHENEN,Utrecht,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CT,U,BAS,Montessori Basisschool Rhenen,Achterbergsestraatweg 12.0 ,3911CT,RHENEN,Utrecht,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CT,U,BAS,Montessori Basisschool Rhenen,Lijsterberg 113.0 ,3911DJ,RHENEN,Utrecht,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CW,U,BAS,Protestants Christelijke Basisschool de Grondtoon,Componistensingel 26.0 ,3906BW,VEENENDAAL,Utrecht,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CW01,D,VST,Protestants Christelijke Basisschool de Grondtoon,Pr Willem-Alexanderpark 600.0 ,3905DR,VEENENDAAL,Utrecht,Active,Primary Branch Location,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23CZ,U,BAS,De Boskriek Samenwerkingsschool,Oudelaan 2102.0 ,6605SG,WIJCHEN,Gelderland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DE,U,BAS,Openbare Basisschool de Nijenoord,Hooilandplein 47.0 ,6708RT,WAGENINGEN,Gelderland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DF,U,BAS,De Horn,Overloop 2.0 ,3961KE,WIJK BIJ DUURSTEDE,Utrecht,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DH,U,BAS,Openbare Basisschool,Wethouder Zandbergenlaan 20.0 ,3771KV,BARNEVELD,Gelderland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DJ,U,BAS,Openbare Basisschool Ekenrooi,Ekenrooisestraat 8.0 ,5583TA,WAALRE,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DJ,U,BAS,Openbare Basisschool Ekenrooi,Maximiliaanlaan 1.0 ,5583XG,WAALRE,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DK,U,BAS,Openbare Basisschool Voordorp,Che Guevarastraat 15.0 ,3573BK,UTRECHT,Utrecht,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DM,U,BAS,Jenaplansch In De Manne,Agaatlaan 12.0 ,9646BE,VEENDAM,Groningen,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DM,U,BAS,Jenaplansch in de Manne,Steenstraat 30.0 ,9646BA,VEENDAM,Groningen,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DR,U,BAS,Basisschool Eben Haezer,Eenendertigste Wijk-N 1.0 ,7913AA,HOLLANDSCHEVELD,Drenthe,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DU,U,BAS,Eben Haezerschool,Greente 87.0 ,8281KN,GENEMUIDEN,Overijssel,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DX,U,BAS,Bs De Wegwijzer,Giekerkstraat 53.0 ,5043MX,TILBURG,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DY,U,BAS,Obs De Heerevelden,Giekerkstraat 57.0 ,5043MX,TILBURG,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DY,U,BAS,OBS Hartevelden,Gendringenlaan 22.0 ,5043LL,TILBURG,Noord-Brabant,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23DZ,U,BAS,Johan Frisoschool voor Christelijk Basisonderwijs,Hooilandplein 44.0 ,6708RT,WAGENINGEN,Gelderland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EA,U,BAS,'T Eiland,Drontermeer 62.0 ,1447JV,PURMEREND,Noord-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EA,U,BAS,'T Eiland,Loirestraat 7.0 ,1448JJ,PURMEREND,Noord-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EA,U,BAS,De Weidevogels,Karpaten 22.0 ,1448JA,PURMEREND,Noord-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EC,U,BAS,Montessori School,Choorstraat 15.0 ,2681AP,MONSTER,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EC,U,BAS,Montessori School,Kloosterlaan 51.0 ,2681LD,MONSTER,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EC,U,BAS,Eerste Westlandse Montessorischool,Madeweg 34.0 a,2681PM,MONSTER,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23ED,U,BAS,Montessori Basisschool Doesburg,Forsythiastraat 1.0 ,6982BA,DOESBURG,Gelderland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23ED01,D,VST,Montessori Basisschool Doesburg,Binnenweg 40.0 A,6955AX,ELLECOM,Gelderland,Active,Primary Branch Location,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EE,U,BAS,Montessorischool Drachten,Dollard 19.0 ,9204CK,DRACHTEN,Friesland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EF,U,BAS,Montessorisch Maassluis,Seringenstraat 110.0 ,3142NX,MAASSLUIS,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EJ,U,SPEC,T Genseler,Laurastraat 3.0 ,7555HW,HENGELO OV,Overijssel,Active,Special Education,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EJ,U,SPEC,T Genseler,Jasmijnstraat 3.0 ,7552AH,HENGELO OV,Overijssel,Active,Special Education,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EJ,U,SPEC,T Genseler,Jasmijnstraat 15.0 ,7552AH,HENGELO OV,Overijssel,Active,Special Education,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EK,U,BAS,Rooms Katholieke Basisschool Phoenix Jenaplan-School,Provincieroute 143.0 ,8016GB,ZWOLLE,Overijssel,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EL,U,BAS,'T Palet,Rietgors 4.0 ,1111VR,DIEMEN,Noord-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EN,U,BAS,Gisbertus Voetiusschool,Louise de Colignylaan 1.0 ,2224VT,KATWIJK ZH,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EN,U,BAS,Gisbertus Voetiusschool,Romeinenstraat 13.0 ,2225ZA,KATWIJK ZH,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EV,U,BAS,Protestants Christelijke Basisschool de Lichtboei,Luitstraat 7.0 ,1312LH,ALMERE,Flevoland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EW,U,BAS,Openbare Basisschool 't Palet,Buitenweg 310.0 ,3602ZK,MAARSSEN,Utrecht,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EX,U,BAS,Het Kompas,Buitenweg 308.0 ,3602ZK,MAARSSEN,Utrecht,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23EY,U,BAS,Rooms Katholieke Basisonderwijs Crescendo,Luitstraat 9.0 ,1312LH,ALMERE,Flevoland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23FB,U,BAS,Basisschool De Zevensprong,Sint-Hubertpad 6.0 ,1066HN,AMSTERDAM,Noord-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23FD,U,BAS,Shri Laksmi School,Develstein 36.0 ,1102AK,AMSTERDAM,Noord-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23FD,U,BAS,Shri Laksmi School,Janusz Korczakstraat 73.0 ,1102JR,AMSTERDAM,Noord-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23FE,U,BAS,Vrije School,Gasthuisstraat 55.0 ,1791GK,DEN BURG,Noord-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23FE,U,BAS,Vrije School Stella Maris,Emmalaan 47.0 ,1791AT,DEN BURG,Noord-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23FG,U,BAS,De Groene Ring,Bergdravik 2.0 ,6922HM,DUIVEN,Gelderland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23FH,U,BAS,Montessori School Zoetermeer,Saturnusgeel 64.0 ,2718CT,ZOETERMEER,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23FW,U,SBAS,Dr Alphons Ariensschool,Schutzstraat 18.0 -20,7557RH,HENGELO OV,Overijssel,Active,Special Primary Education,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23FY00,D,VST,Frederik Hendrik College voor ATH HAVO MAVO VBO LWOO,Kooikersweg 9.0 ,5223KE,'S-HERTOGENBOSCH,Noord-Brabant,Active,Primary Branch Location,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23GV,U,BAS,Islamitische Basisschool Yunus Emre,Mandelaplein 2.0 ,2572HT,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23GV,U,BAS,Islamitische Basisschool Yunus Emre,Vaalrivierstraat 301.0 ,2572VM,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23GW,U,BAS,Islamitische Basisschool Ibn I Sina,Zegenstraat 120.0 ,3082XZ,ROTTERDAM,Zuid-Holland,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23HA,U,BAS,Gereformeerde Basisschool Domino,Grotestraat 3.0 A,7683BA,DEN HAM OV,Overijssel,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23HA,U,BAS,Gereformeerde Basisschool Domino,De Tye 1.0 ,7683AS,DEN HAM OV,Overijssel,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
23HA,U,BAS,Gereformeerde Basisschool Domino,Roelofsbrink 6.0 ,7683CK,DEN HAM OV,Overijssel,Active,Regular Primary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,
