full_address,latitude,longitude
"Goudenregenstraat 1 , 7131ZV, LICHTENVOORDE, Gelderland, Netherlands",51.9826369,6.5613381
"Van Heemskerckstraat 75 , 9726GH, GRONINGEN, Groningen, Netherlands",53.2126336,6.545677
"Harmonielaan 2 , 3438EB, NIEUWEGEIN, Utrecht, Netherlands",52.0435188,5.0952018
"Koningin Emmalaan 13 , 4141EA, LEERDAM, Utrecht, Netherlands",51.8937625,5.0972916
"Harmonielaan 2 , 3438EB, NIEUWEGEIN, Utrecht, Netherlands",52.0435188,5.0952018
"Van Asch van Wijckskade 28 30, 3512VS, UTRECHT, Utrecht, Netherlands",52.0968724,5.1231184
"Dokterspad 2 , 8025AW, ZWOLLE, Overijssel, Netherlands",52.5147823,6.1254216
"Dokterspad 2 , 8025AW, ZWOLLE, Overijssel, Netherlands",52.5147823,6.1254216
"Dokterspad 2 , 8025AW, ZWOLLE, Overijssel, Netherlands",52.5147823,6.1254216
"Dokterspad 2 , 8025AW, ZWOLLE, Overijssel, Netherlands",52.5147823,6.1254216
"Dokterspad 2 , 8025AW, ZWOLLE, Overijssel, Netherlands",52.5147823,6.1254216
"Kennedylaan 2 , 8101AK, RAALTE, Overijssel, Netherlands",52.3884601,6.269519799999999
"Kennedylaan 2 , 8101AK, RAALTE, Overijssel, Netherlands",52.3884601,6.269519799999999
"Rieteweg 12 , 8041AK, ZWOLLE, Overijssel, Netherlands",52.5153426,6.0747091
"Rieteweg 12 , 8041AK, ZWOLLE, Overijssel, Netherlands",52.5153426,6.0747091
"Rieteweg 12 , 8041AK, ZWOLLE, Overijssel, Netherlands",52.5153426,6.0747091
"Rieteweg 12 , 8041AK, ZWOLLE, Overijssel, Netherlands",52.5153426,6.0747091
"Rieteweg 12 , 8041AK, ZWOLLE, Overijssel, Netherlands",52.5153426,6.0747091
"Blaloweg 1 , 8041AH, ZWOLLE, Overijssel, Netherlands",52.516811,6.080319299999999
